inj_tot_t,ev_time,ev_year,sky_nonceil_ht,sky_ceil_ht,vis_sm,wx_temp,wx_dew_pt,wind_vel_kts,gust_kts,inj_tot_f,inj_tot_s,inj_tot_m,dec_latitude,dec_longitude,total_seats,num_eng,afm_hrs_last_insp,rwy_len,acft_year,power_units
1,1645,2016,3200,0,10,37,27,11,14,1,0,0,43.981388,-73.094444,4,1,10,2500,1978,160
2,1643,2020,4400,0,10,36,12,13,25,0,0,0,40.524444,-74.598306,4,1,77,3507,1978,160
1,1649,2013,0,0,10,68,52,19,0,0,0,0,34.719654,-118.48011,4,1,46,7201,1978,160
2,2330,2014,0,0,10,0,0,18,29,0,0,0,38.942779,-76.568336,4,1,60,2500,1979,160
2,1443,2018,0,0,10,81,68,5,0,0,0,0,27.655555,-80.418052,4,1,12,3504,1979,160
3,2344,2020,0,0,10,55,30,10,0,0,0,3,38.366164,-84.283344,4,1,4,3850,1979,160
1,1632,2017,0,0,10,77,61,5,0,1,0,0,34.086112,-118.034721,2,1,451,3995,1979,160
1,2230,2021,0,0,10,66,43,0,11,0,0,0,39.224056,-121.00255,4,1,1,4657,1979,160
2,1608,2016,0,0,10,57,37,4,0,1,1,0,38.375831,-81.593055,4,1,7,6300,1979,160
2,730,2018,2900,0,10,84,73,13,0,0,0,2,15.114722,145.716659,4,1,26,8700,1979,160
1,2230,2015,0,0,10,81,55,7,0,0,0,0,38.944721,-76.773056,4,1,12,2420,1980,160
3,2300,2017,0,18000,10,66,43,6,0,0,2,1,37.326389,-121.818611,4,1,22,3100,1980,160
2,2305,2016,0,0,10,88,73,5,0,1,1,0,39.549446,-87.369163,4,1,48,3557,1980,160
2,112,2013,0,800,9,57,55,15,20,2,0,0,40.145832,-92.528335,6,1,12,6005,1981,160
2,1647,2020,0,0,10,70,39,6,0,0,0,0,31.807333,-106.37636,4,1,46.70000076,9025,1981,160
1,1630,2015,8000,0,10,39,28,7,0,0,0,0,41.532501,-71.281669,4,1,28,2999,1982,160
2,1850,2021,0,0,10,88,12,8,0,0,0,0,32.990549,-111.9189,2,1,20,4751,1982,160
2,1800,2015,4500,6000,10,84,68,7,0,0,0,0,27.813333,-80.495552,4,1,55,3199,1983,160
2,2047,2017,3800,0,10,77,59,9,0,0,0,1,32.822223,-116.970275,4,1,16,2738,1985,160
1,1900,2022,0,0,10,48,27,6,0,0,0,1,40.342991,-122.33936,2,1,0,2600,1986,160
1,2345,2013,0,0,10,79,70,5,0,1,0,0,36.565277,-79.341667,4,1,44,3238,1986,160
2,15,2019,0,0,10,95,39,8,0,0,0,0,34.095275,-117.235,2,1,33,10000,1988,160
2,1900,2021,0,0,10,61,28,8,0,0,0,0,42.271398,-71.875819,2,1,57,5000,1989,160
2,2200,2019,6000,0,10,77,57,8,0,0,0,1,39.083889,-76.762222,4,1,20,3000,1990,160
1,1920,2014,0,0,10,82,55,6,0,0,0,0,45.602222,-123.02138,1,1,7,2000,1991,160
1,1432,2015,2500,0,10,81,72,12,0,1,0,0,18.456666,-66.098335,2,1,10,5539,1992,160
1,2140,2017,0,0,10,66,57,12,20,0,1,0,36.254444,-85.969169,4,1,325,1100,1995,160
2,1500,2015,0,25000,10,45,19,6,0,0,0,0,36.171665,-79.805,2,1,50,2460,1997,160
1,1546,2020,0,0,10,70,10,4,0,1,0,0,32.840742,-109.62299,2,1,50,6007,1997,160
1,1702,2021,3000,0,9,82,68,8,0,0,0,0,43.119144,-77.671869,4,1,85,4000,1998,160
1,1600,2015,0,0,10,66,34,3,0,0,0,0,41.344165,-82.17778,2,1,395,5002,1998,160
1,2339,2022,0,0,10,79,41,10,0,0,0,0,40.508972,-122.29338,4,1,8.899999619,7003,1998,160
1,1900,2020,0,0,10,88,54,10,0,0,0,0,37.989723,-122.056945,4,1,79,2770,1999,160
1,1345,2022,0,0,10,72,46,9,0,0,0,0,37.74216,-87.165158,4,1,6,5000,1999,160
1,100,2021,2000,0,10,73,66,7,0,1,0,0,26.54121,-80.03705,4,1,77.19999695,3489,2000,160
2,1440,2021,0,3500,10,77,61,8,0,0,0,0,27.497472,-80.372639,4,1,13.30000019,4000,2000,160
2,401,2017,0,0,10,70,64,6,0,0,0,0,25.651388,-80.439445,1,1,5,5003,2000,160
1,2226,2014,0,0,10,84,61,7,0,0,0,0,37.151943,-94.498336,4,1,6,6501,2000,160
1,1740,2019,3700,0,10,72,54,18,25,0,0,0,27.645833,-80.42778,4,1,55,7314,2000,160
2,1628,2014,0,0,10,66,46,4,0,0,0,0,41.393333,-110.40583,2,1,32,6404,2001,160
2,230,2020,12000,0,10,100,43,9,0,0,0,0,33.529998,-112.3,2,1,32,7150,2001,160
2,2000,2020,0,0,10,73,32,5,0,0,0,0,41.511812,-74.263539,2,1,12,5006,2002,160
2,2245,2013,0,0,10,72,54,3,0,0,0,0,48.097778,-123.186111,2,1,10,3500,2004,160
1,1442,2018,0,0,10,75,52,7,0,1,0,0,41.683887,-72.870002,4,2,4,3665,2004,160
1,1240,2014,200,200,2,68,68,6,0,1,0,0,35.714168,-95.973052,4,1,34,5150,2006,160
2,1830,2014,0,0,10,73,46,8,0,0,2,0,30.35,-82.999725,2,1,49,2000,2007,160
1,2345,2018,0,0,10,52,34,6,0,1,0,0,42.238609,-97.597221,2,1,66,2365,2007,160
2,1414,2014,0,0,10,75,63,9,0,0,0,0,28.1025,-80.644996,4,1,37,6000,2008,160
1,2230,2022,0,0,10,52,7,11,0,0,0,0,41.155639,-104.81047,2,1,57,6690,2013,160
3,1845,2014,4000,4000,10,64,46,16,21,0,0,1,42.940555,-78.732223,4,1,0,8829,2013,160
2,2237,2018,2600,0,10,77,63,9,0,0,0,0,33.671943,-117.8675,2,1,47,2887,2017,160
1,1100,2021,1800,2800,10,81,72,3,0,0,0,1,39.942889,-74.84575,2,1,30,3881,2021,160
2,2045,2018,0,3500,10,50,39,5,0,0,0,1,41.91611,-72.776947,4,1,32,2205,1979,161
2,1320,2018,0,3800,10,73,70,6,0,0,1,1,40.635833,-79.110557,4,1,4,5502,1949,165
1,1715,2020,4800,0,10,68,45,5,0,0,0,1,35.950234,-81.998167,4,1,10,3001,1964,165
2,1730,2020,0,0,10,90,43,3,0,0,0,0,34.863887,-111.791946,4,1,17,5132,1964,165
2,1410,2013,0,0,10,84,72,6,0,0,0,2,36.361667,-78.529167,4,1,1,5002,1965,165
2,1720,2019,4500,0,10,93,72,7,0,0,0,0,30.358333,-85.795555,4,1,3,10000,1965,165
1,2240,2014,0,25000,20,82,34,4,0,0,0,0,33.530597,-112.310256,4,1,47,7150,1977,165
1,2330,2014,0,0,10,39,28,4,0,0,0,0,47.870449,-121.879981,2,1,3,2087,2012,165
2,8,2015,0,0,10,88,48,3,0,2,0,0,32.438888,-97.813613,2,1,33,3603,1987,168
2,2300,2014,300,0,10,90,66,15,22,0,2,0,32.829166,-97.535003,2,1,15,2800,1975,170
2,2238,2022,0,0,10,73,32,14,0,0,0,0,33.816136,-118.14948,4,2,35,3918,2006,170
2,2238,2022,0,0,10,73,32,14,0,0,0,0,33.816136,-118.14948,4,2,35,3918,2006,170
2,1515,2017,12000,0,60,64,36,15,0,0,2,0,38.420276,-110.70111,2,1,20,2600,2013,170
1,2050,2019,12000,0,7,82,61,5,0,0,0,1,36.665554,-76.320556,4,1,15,5500,2018,170
4,2030,2016,0,0,10,70,57,3,0,0,0,0,59.243888,-135.523605,4,1,96,4000,1947,175
1,1849,2020,0,0,10,57,18,3,0,0,0,0,37.700972,-113.09886,2,1,7.599999905,4822,1977,175
1,1545,2016,3300,10000,10,14,9,8,0,0,0,0,42.938056,-85.060554,4,1,6,4298,1947,180
2,326,2021,0,9500,10,43,23,7,0,0,0,1,61.791111,-148.35166,4,1,0.100000001,1800,1948,180
1,1932,2015,0,0,10,82,45,4,0,0,0,0,37.203056,-107.869163,2,1,100,9201,1952,180
2,145,2019,0,0,10,59,28,8,13,0,0,0,44.190277,-120.820556,4,1,60,3000,1953,180
2,2030,2021,0,0,10,68,18,3,0,0,0,0,34.645862,-106.83634,4,1,10,5280,1954,180
1,1815,2019,3000,3800,10,84,72,8,0,0,0,0,45.310001,-92.690002,2,1,51,2100,1956,180
2,1745,2022,0,0,10,46,21,4,0,0,0,0,43.56685,-116.23285,4,1,5,9763,1956,180
1,1254,2021,0,0,10,52,39,6,0,0,0,1,40.435654,-105.00072,4,1,5097,8500,1958,180
1,332,2016,3000,0,10,81,73,4,0,0,1,0,29.732221,-95.335556,4,1,22,5148,1959,180
3,2000,2021,9000,9000,10,0,0,9,13,0,0,0,41.701639,-74.795028,4,1,55,6293,1959,180
1,2219,2019,900,1400,10,63,61,13,0,1,0,0,55.30107,-131.65202,4,1,4.099999905,7500,1959,180
1,1755,2021,12000,0,10,64,34,11,0,0,0,1,46.926637,-119.86174,4,1,75,1500,1960,180
1,1715,2015,0,0,10,84,64,12,0,0,0,0,41.163333,-73.126113,4,1,35,4761,1961,180
1,1810,2016,0,0,10,77,41,8,15,0,1,0,40.239444,-75.556663,4,1,0,3371,1962,180
2,1520,2016,0,0,10,28,23,5,0,0,0,2,40.536666,-81.955833,4,1,99,4400,1962,180
2,1920,2014,0,0,10,72,52,21,26,0,2,0,34.820556,-87.043891,4,1,30,2500,1963,180
1,1538,2016,0,0,10,68,50,9,0,0,0,1,42.591667,-89.375,4,1,51,2430,1964,180
1,2230,2018,4400,0,6,82,70,4,0,0,1,0,35.985553,-85.809165,4,1,0,4257,1964,180
2,2145,2018,0,0,10,88,66,7,0,0,0,0,38.7075,-93.175834,4,1,20,5500,1964,180
4,2045,2013,0,4200,10,64,48,3,0,0,0,0,43.393611,-72.197219,4,1,5,2140,1965,180
1,2016,2015,0,0,10,84,57,9,0,0,0,0,30.336389,-81.514442,5,2,18,4008,1965,180
1,2016,2015,0,0,10,84,57,9,0,0,0,0,30.336389,-81.514442,5,2,18,4008,1965,180
4,1612,2018,0,0,10,59,36,4,0,0,0,2,32.979999,-84.099998,4,1,3,3000,1966,180
1,1800,2018,0,0,10,64,46,11,0,1,0,0,39.220554,-74.795829,4,1,4,3074,1966,180
4,1845,2015,0,0,10,72,57,8,0,0,0,2,38.143611,-122.556114,4,1,132,3300,1966,180
4,2021,2017,3500,0,8,84,77,14,0,0,0,0,18.458333,-66.089447,4,1,90,5539,1966,180
1,1744,2021,0,0,10,48,18,10,0,0,0,1,36.738851,-108.20743,4,1,81,6704,1966,180
2,45,2021,1200,7000,8,66,54,16,30,0,0,0,40.451827,-105.01133,4,1,85,8500,1966,180
3,250,2020,0,0,10,81,50,8,0,0,0,0,45.427776,-122.943054,4,1,21,2465,1967,180
1,1648,2021,0,0,10,46,9,3,14,0,0,0,38.982155,-76.924116,4,1,106.1600037,2607,1967,180
5,1952,2015,8000,0,10,79,57,5,0,0,2,3,35.167499,-86.065834,4,1,9,5002,1967,180
3,1830,2020,0,0,10,86,61,7,0,2,1,0,31.348333,-92.434448,4,1,65,3000,1968,180
2,1445,2014,0,0,10,68,59,8,0,0,0,2,45.706665,-94.938056,4,1,12,3296,1968,180
2,2310,2017,0,0,10,81,59,8,0,0,1,1,33.907501,-78.446662,4,1,3,4000,1968,180
2,2005,2015,6000,0,10,91,75,13,0,0,0,0,26.196111,-80.168052,4,1,15,4000,1968,180
1,1426,2018,1900,0,10,81,72,10,14,1,0,0,35.918888,-75.695556,1,1,149,4305,1968,180
1,1626,2019,0,0,10,77,48,3,0,0,0,1,32.959999,-112.669998,4,1,35,5200,1968,180
2,1834,2020,3400,0,10,79,63,9,0,0,0,0,42.427501,-73.290832,4,1,15,5791,1968,180
1,1640,2016,4000,0,10,70,50,11,0,0,0,1,36.186668,-96.150001,4,1,0,5799,1968,180
1,1645,2019,0,0,10,95,63,7,0,0,0,0,32.46389,-96.920829,4,1,56,6500,1968,180
2,515,2014,0,0,10,55,43,5,0,2,0,0,41.43222,-106.841392,4,1,55,8801,1968,180
1,2300,2019,5500,0,10,68,57,11,0,0,1,0,42.717224,-82.611389,4,1,4.539999962,3070,1969,180
1,2100,2021,5000,0,10,73,48,5,0,0,0,0,38.954833,-121.08172,4,1,10,3700,1969,180
2,1430,2013,0,0,10,86,73,7,0,1,1,0,32.311111,-89.134719,4,1,259,3800,1969,180
2,1600,2015,0,0,10,84,45,9,0,0,0,0,33.686389,-112.07611,4,1,60,4500,1969,180
1,1915,2023,0,0,10,27,19,4,0,0,0,0,39.331417,-111.61261,4,1,21,5021,1969,180
2,1520,2014,0,0,10,0,0,6,0,0,0,0,34.123054,-84.848609,4,1,3,5760,1970,180
3,2110,2021,0,0,10,91,21,17,21,0,0,0,35.972861,-115.13444,4,1,9,6501,1971,180
4,1830,2014,4800,0,10,84,61,6,0,0,0,1,35.121112,-80.587219,4,1,5,2300,1972,180
1,1530,2017,0,0,10,75,63,5,0,0,0,0,44.703056,-67.478614,4,1,11,2909,1973,180
2,2040,2014,3200,0,10,90,75,9,0,0,0,0,30.680833,-97.67778,4,1,32,5004,1973,180
2,1900,2017,0,0,10,57,16,8,14,2,0,0,33.98722,-83.674446,4,1,15,5500,1973,180
2,1800,2012,2900,10000,10,75,63,5,0,0,0,0,33.917778,-80.800277,4,1,53,9010,1973,180
1,1840,2013,0,0,10,84,61,10,0,0,0,1,41.453887,-87.006942,2,1,2,7001,1974,180
2,2205,2015,0,0,10,86,27,14,24,0,0,0,40.37611,-120.571662,4,1,33,2180,1975,180
2,30,2019,0,0,10,64,43,6,0,0,0,0,32.815555,-117.13972,2,1,10,4598,1975,180
2,1515,2016,0,0,10,79,27,3,0,0,0,1,34.668888,-112.404441,2,1,25,7619,1975,180
1,2142,2013,3000,0,10,79,68,12,0,0,0,0,29.080278,-81.046386,4,1,0,4000,1976,180
4,36,2018,0,0,10,48,36,3,0,3,1,0,34.8525,-84.015556,4,1,93,5004,1976,180
4,2020,2015,10000,0,10,90,57,6,0,0,4,0,35.933334,-115.133331,4,1,8,6501,1976,180
2,2154,2021,5000,0,10,64,48,8,0,0,0,1,38.978956,-76.34721,4,1,27.70000076,2713,1977,180
3,1409,2021,0,0,10,59,46,5,0,3,0,0,38.08354,-81.06757,4,1,135.6000061,2950,1977,180
1,1635,2015,10000,0,10,79,54,11,17,0,0,0,41.515556,-75.251663,4,1,8,2986,1977,180
1,1928,2021,0,0,10,68,55,6,0,0,0,0,37.658929,-122.12173,4,1,25.89999962,3107,1977,180
1,1804,2018,0,0,10,84,72,11,0,0,1,0,28.303888,-97.330833,4,1,1.5,4361,1977,180
1,2028,2013,0,0,10,81,55,4,0,0,0,0,33.81361,-118.16333,4,1,40,5421,1977,180
2,1645,2017,0,8000,10,84,68,6,0,0,0,0,32.471668,-100.469169,2,1,46,5840,1977,180
2,2150,2021,0,0,10,79,48,7,0,0,0,0,45.431456,-122.93964,4,1,328.7999878,2465,1978,180
2,2215,2022,0,0,9,85,74,10,0,0,0,0,42.467812,-84.71279,4,1,5878.930176,2653,1978,180
1,1630,2018,0,0,10,59,46,12,20,0,0,0,41.003055,-81.756385,4,1,1,3529,1978,180
2,1905,2015,0,0,10,81,57,7,0,0,0,0,46.689723,-92.094718,2,1,16,4001,1978,180
1,1530,2014,0,0,10,73,50,18,24,0,0,0,40.104167,-102.713058,4,1,90,4200,1978,180
2,2000,2020,0,0,10,90,75,8,14,0,0,0,28.87,-82.569999,4,2,24,4557,1978,180
2,2000,2020,0,0,10,90,75,8,14,0,0,0,28.87,-82.569999,4,2,24,4557,1978,180
3,2045,2014,0,0,10,57,19,4,0,0,1,0,39.608333,-77.007774,1,1,432,5100,1978,180
1,2010,2021,0,0,10,52,27,24,29,1,0,0,39.23045,-77.74829,4,1,2.299999952,1900,1979,180
3,2135,2021,0,0,10,99,41,13,0,0,0,1,35.728222,-118.41972,4,1,21,3500,1979,180
1,2359,2014,0,0,10,50,34,4,0,0,0,0,42.223056,-83.745552,4,1,4,3505,1979,180
1,2150,2021,2700,4800,10,54,48,8,0,0,1,0,38.943167,-121.13416,4,1,5,3700,1979,180
4,110,2017,8000,10000,10,72,59,4,0,0,0,0,39.168334,-77.166114,4,2,668,4202,1979,180
4,110,2017,8000,10000,10,72,59,4,0,0,0,0,39.168334,-77.166114,4,2,668,4202,1979,180
1,2335,2019,0,0,10,54,43,5,0,0,0,0,38.228054,-85.663612,4,1,506,4358,1979,180
2,1510,2016,0,0,10,48,21,12,0,0,0,0,29.065,-82.371109,4,2,27,5000,1979,180
2,1510,2016,0,0,10,48,21,12,0,0,0,0,29.065,-82.371109,4,2,27,5000,1979,180
2,1917,2016,0,0,10,63,37,10,14,1,1,0,37.52,-122.51139,4,1,173,5000,1979,180
1,1607,2014,2500,0,10,77,63,9,0,0,1,0,35.583332,-89.587219,4,1,45,5004,1979,180
2,1526,2019,0,0,10,46,32,4,0,0,0,1,38.183055,-84.900001,4,2,17,5506,1979,180
2,1526,2019,0,0,10,46,32,4,0,0,0,1,38.183055,-84.900001,4,2,17,5506,1979,180
2,1742,2014,0,0,10,88,72,22,30,0,0,0,27.497499,-80.372779,4,2,49,4755,1980,180
2,1742,2014,0,0,10,88,72,22,30,0,0,0,27.497499,-80.372779,4,2,49,4755,1980,180
2,2045,2015,0,0,10,84,70,3,0,0,0,0,45.141387,-93.209999,4,1,122,4855,1980,180
1,2115,2016,0,0,10,93,28,6,16,0,0,0,36.210556,-115.193611,4,1,41,5001,1980,180
1,2340,2021,0,0,10,64,32,8,0,0,0,0,48.792694,-122.53752,4,1,31,6701,1980,180
3,2250,2021,0,3800,10,73,57,3,0,0,0,0,30.291095,-87.675045,4,1,53,6962,1980,180
1,1824,2018,0,0,10,81,48,13,19,0,0,1,26.971111,-81.96083,2,1,1,7193,1981,180
1,1830,2022,0,0,10,73,28,7,0,0,0,0,39.668177,-119.87644,1,1,10,7608,1981,180
2,1600,2016,2500,0,10,88,72,10,0,0,0,0,29.811666,-98.426109,2,1,2271.899902,3000,1982,180
2,2355,2017,0,0,10,64,54,5,0,0,0,0,38.721389,-77.538055,4,1,90,3715,1982,180
3,1546,2021,4100,0,10,86,64,17,21,0,0,0,25.643468,-80.435353,4,1,57,6000,1982,180
1,2045,2013,0,0,10,57,28,10,19,0,1,0,42.098331,-70.672225,4,1,0,2999,1984,180
1,30,2016,9000,0,10,0,0,5,0,0,0,0,35.207778,-89.394447,1,1,11,5000,1984,180
2,2205,2020,0,0,10,79,70,9,0,0,0,0,41.168056,-71.577774,4,1,9,2502,1985,180
2,1915,2022,0,0,10,79,63,7,0,0,0,0,26.158413,-81.767771,2,1,15,6600,1985,180
2,215,2022,0,0,10,19,-11,4,0,0,0,0,36.925325,-111.4511,2,1,1150,5950,1988,180
1,245,2021,0,0,10,79,46,9,0,0,0,0,42.39,-114.57,2,1,27,1500,1990,180
1,2120,2018,8000,0,50,81,25,7,0,0,0,1,39.908889,-105.117225,2,1,0,9000,1990,180
4,2137,2020,0,1800,10,75,70,10,0,1,3,0,25.99468,-80.25662,4,1,101,3255,1991,180
2,1925,2015,2700,7000,10,63,48,9,0,0,0,0,34.21389,-119.090835,2,1,41,6013,1991,180
1,145,2015,7000,0,10,81,75,4,0,0,0,1,29.658611,-81.688331,2,1,65,6000,1992,180
2,1455,2015,0,0,10,57,37,4,0,0,0,1,45.287223,-118.00389,3,1,46,6260,1993,180
1,1648,2018,0,11000,10,36,21,4,0,0,0,0,39.784194,-104.53763,2,1,1.399999976,8000,1993,180
2,2100,2020,0,0,10,77,43,14,20,0,0,0,47.13861,-104.80722,2,1,34,5704,1997,180
2,2350,2014,0,0,10,75,10,8,0,0,0,0,35.95222,-112.146942,2,1,10,8999,1997,180
2,200,2018,0,0,10,75,48,5,0,0,0,0,40.428611,-104.631942,4,1,46,10000,1997,180
1,1523,2014,3100,25000,10,88,75,4,0,0,0,1,26.59111,-80.096389,2,1,39,3489,1998,180
4,1917,2021,0,0,10,86,52,4,0,0,0,0,38.255757,-122.6013,4,1,67.80000305,3600,1998,180
1,1900,2015,0,0,10,77,55,3,0,0,0,0,40.772499,-80.391387,4,1,608,4501,1998,180
1,2130,2020,0,0,10,84,63,4,0,0,0,0,33.463525,-88.380821,4,1,65,4503,1998,180
1,2100,2021,9500,0,10,68,61,7,0,0,0,0,41.33295,-72.03935,4,1,12,5000,1998,180
1,2146,2020,8500,0,10,66,34,6,12,0,0,1,38.030555,-120.414443,2,1,41,2607,1999,180
1,2230,2014,0,0,10,82,66,12,0,0,0,1,42.241664,-96.982223,2,1,13,3400,1999,180
2,1855,2020,0,0,10,73,50,4,0,0,0,2,34.628634,-84.526203,2,1,43,3607,1999,180
2,1148,2017,0,0,10,79,79,4,0,1,1,0,26.578611,-81.852775,4,1,5,4912,1999,180
2,1700,2017,0,0,10,70,48,13,18,2,0,0,39.934165,-74.80722,2,1,15,3496,2000,180
2,1700,2020,0,5500,10,52,27,16,29,0,0,0,38.524409,-77.860355,4,1,20.89999962,5000,2000,180
3,1630,2020,0,0,10,81,63,4,0,3,0,0,35.695278,-85.853614,4,1,358,5000,2000,180
1,1700,2020,3000,0,10,88,73,4,0,0,0,0,32.43861,-86.517776,4,1,101,5400,2000,180
2,1900,2020,0,0,10,108,48,7,0,0,0,0,33.688331,-112.082496,4,1,35.29999924,8196,2000,180
2,2300,2021,6500,4000,10,88,64,4,0,0,0,0,36.622242,-87.414883,4,1,52,4004,2001,180
2,2200,2021,0,8000,10,52,34,5,0,0,0,0,61.3662,-149.5083,4,1,29,4010,2001,180
1,1740,2021,0,0,10,84,63,11,16,0,0,0,38.662646,-90.649695,4,1,55.59999847,5000,2001,180
1,2200,2015,0,1600,10,28,28,3,0,0,0,1,37.561943,-82.56639,2,1,6,5356,2001,180
2,1716,2021,0,0,10,86,70,9,0,0,2,0,35.104009,-75.961741,2,1,3,2998,2002,180
2,2326,2022,0,2700,10,28,16,9,0,0,0,0,38.8477,-94.7377,4,1,6.099999905,4097,2002,180
1,2000,2021,0,0,10,72,52,8,16,0,0,0,41.137694,-75.380055,4,1,92,5001,2002,180
2,113,2010,0,900,5,70,68,14,20,2,0,0,46.024723,-89.738891,4,2,68.90000153,5150,2002,180
2,113,2010,0,900,5,70,68,14,20,2,0,0,46.024723,-89.738891,4,2,68.90000153,5150,2002,180
1,1800,2020,0,0,10,72,50,5,0,0,0,0,33.98269,-83.667217,4,1,3.5,3607,2003,180
1,2025,2016,0,7000,10,61,37,12,17,0,0,0,40.799446,-74.415,4,2,78,5998,2003,180
1,2025,2016,0,7000,10,61,37,12,17,0,0,0,40.799446,-74.415,4,2,78,5998,2003,180
1,1805,2020,2500,2500,10,66,52,5,0,0,0,0,35.582439,-79.101338,4,1,19,6501,2003,180
1,1600,2021,500,2300,10,43,39,3,0,0,0,1,47.907317,-122.28209,4,1,21,9010,2003,180
2,2245,2018,0,0,10,61,28,3,0,0,0,1,35.793609,-96.029724,2,1,2,1800,2004,180
1,2100,2021,0,0,9,82,39,20,25,0,0,1,37.828444,-121.62583,2,1,25,3000,2004,180
2,450,2020,0,0,10,100,46,6,0,0,0,0,31.999444,-110.36,4,1,40,4002,2004,180
1,1610,2019,4700,0,10,90,77,7,0,0,0,1,38.314445,-75.127777,2,1,28,4074,2004,180
1,1500,2014,0,0,10,70,68,6,0,0,0,0,26.433889,-81.40139,4,1,5,5000,2004,180
2,1615,2021,0,10000,10,57,25,4,0,0,0,0,38.58669,-77.711039,4,1,18,5000,2004,180
1,1530,2014,1900,2400,10,84,75,6,0,0,0,0,26.1525,-81.775558,4,1,5,6600,2004,180
2,1620,2015,3500,0,10,88,68,13,19,0,0,0,26.1525,-81.775558,4,1,335,6600,2004,180
1,1545,2022,0,0,10,21,9,8,0,0,0,0,36.101143,-110.25039,2,1,867,7619,2004,180
2,1935,2020,2900,0,10,82,64,8,0,0,0,0,26.593055,-80.084999,4,1,84,3489,2005,180
1,1535,2019,3500,5500,7,70,68,5,0,0,0,0,29.301111,-81.113891,4,1,56,3704,2005,180
1,2000,2014,0,0,10,72,61,4,0,0,0,0,33.910884,-118.340393,4,1,42,4956,2005,180
3,1800,2014,0,0,10,72,57,7,0,0,0,0,34.015834,-118.451385,4,1,44,4973,2005,180
1,2215,2018,0,0,10,88,68,7,0,0,0,1,35.550277,-87.206665,4,1,40,6000,2005,180
3,1630,2013,0,0,10,75,34,3,0,0,0,0,33.686668,-112.091667,4,1,13,8196,2005,180
1,132,2018,0,300,4,57,55,7,0,0,0,1,41.994445,-88.135276,2,1,4.599999905,3800,2006,180
3,1425,2017,0,0,10,73,54,9,0,1,2,0,41.368057,-73.493057,4,1,17,4422,2006,180
2,2115,2021,0,0,6,81,73,10,0,0,0,0,27.081188,-82.410688,4,1,40.79999924,5000,2006,180
1,2133,2014,0,0,10,72,54,6,0,0,0,0,27.395555,-82.554443,4,1,8,5009,2006,180
1,2000,2013,0,3000,10,73,66,6,0,0,0,0,29.959167,-81.339721,4,1,13,8002,2006,180
4,1415,2015,25000,0,10,73,63,10,0,0,0,0,29.18,-81.058052,4,1,32,3195,2007,180
1,2300,2012,0,1000,10,77,55,10,0,0,0,0,38.143611,-122.555831,2,1,290,3300,2007,180
1,2022,2020,0,6000,10,45,34,6,0,0,0,1,42.579723,-70.926666,4,1,15.39999962,4755,2007,180
2,1330,2021,2200,3900,8,86,77,11,0,0,0,0,27.07,-82.44,4,1,50,5000,2007,180
1,1720,2021,0,0,10,82,39,8,0,0,0,0,33.456918,-80.859407,4,1,17.5,5399,2007,180
2,1333,2014,14000,0,8,77,70,9,0,0,0,0,29.066944,-81.283607,4,1,80,6001,2007,180
1,2045,2013,4100,9000,10,75,72,9,17,0,0,0,25.907499,-80.278335,4,1,20,6800,2007,180
1,50,2012,0,1400,10,72,66,4,0,1,0,0,30.713611,-83.18222,4,1,36,8002,2007,180
1,2345,2016,0,0,10,73,54,5,0,1,0,0,33.719444,-94.875,2,1,35,2900,2008,180
1,1700,2015,0,0,10,84,37,6,0,0,1,0,37.140277,-113.306114,2,1,1,3282,2008,180
2,1534,2021,3000,0,10,77,63,17,23,0,0,2,29.179917,-81.058056,4,1,100,6001,2008,180
1,2015,2021,0,0,10,70,30,4,0,0,0,0,40.437417,-104.63322,3,1,55,10000,2008,180
4,1415,2015,25000,0,10,73,63,10,0,0,0,0,29.18,-81.058052,4,1,33,3195,2009,180
2,308,2013,0,0,10,82,63,9,0,0,1,1,21.500316,-158.01921,2,1,62,6507,2009,180
1,1440,2022,0,0,10,79,61,8,17,0,0,1,37.787333,-81.124167,2,1,1,5001,2010,180
2,1457,2018,0,0,10,54,34,3,0,0,0,0,37.330001,-79.199996,4,1,78,7100,2010,180
1,2315,2020,7500,0,10,75,61,6,0,0,0,0,33.389999,-84.331108,2,1,34,5500,2011,180
1,2020,2021,0,8000,10,50,37,3,0,0,0,0,44.821738,-114.42129,2,1,79.90000153,1800,2012,180
2,2225,2020,0,0,10,70,50,12,18,0,0,0,45.194442,-123.136108,2,1,21,5420,2012,180
1,2130,2021,0,0,10,28,12,5,0,0,0,0,43.910972,-113.60355,2,1,20,2400,2013,180
1,2020,2014,4100,0,10,82,63,9,0,0,1,0,29.177499,-82.228614,2,1,12,7467,2013,180
2,2115,2014,0,0,10,34,45,8,0,0,0,2,43.139999,-89.339996,2,1,26,2000,2014,180
2,158,2014,4500,0,10,81,72,3,0,2,0,0,29.174444,-81.054725,4,1,4,3195,2014,180
1,1550,2015,0,0,10,39,16,5,0,0,0,0,36.371112,-82.173614,2,1,36,4529,2014,180
1,1550,2015,0,0,10,39,16,5,0,0,0,0,36.371112,-82.173614,2,1,36,4529,2014,180
1,1515,2021,0,0,10,70,54,8,0,0,0,0,31.204444,-82.395556,2,1,13,5992,2014,180
2,2126,2021,7500,0,10,46,27,5,0,0,0,0,39.793705,-104.54734,4,1,88.5,8002,2015,180
