inj_tot_t,ev_time,ev_year,sky_nonceil_ht,sky_ceil_ht,vis_sm,wx_temp,wx_dew_pt,wind_vel_kts,gust_kts,inj_tot_f,inj_tot_s,inj_tot_m,dec_latitude,dec_longitude,total_seats,num_eng,afm_hrs_last_insp,rwy_len,acft_year,power_units
2,1600,2022,0,0,10,68,45,11,21,0,0,0,39.168285,-77.165971,2,1,267.1000061,4202,1979,112
2,1410,2020,0,0,10,54,12,13,0,0,0,0,38.538278,-106.04861,2,1,12,7351,1947,115
2,1639,2014,0,0,10,73,43,0,0,0,0,1,35.930831,-81.196662,2,1,24,2400,1970,115
1,1345,2018,1400,4500,10,75,68,12,0,0,0,0,38.792499,-84.774719,2,1,4,1100,1973,115
1,1937,2021,0,0,10,75,34,10,0,0,0,0,29.66925,-95.064194,2,1,15,4165,1973,115
1,1540,2019,0,0,10,82,63,4,0,0,0,0,36.981109,-77.003051,2,1,68,4337,1979,115
1,2220,2017,3600,0,10,86,75,3,0,0,0,0,25.652778,-80.436111,2,1,44,5003,1979,115
1,1700,2021,0,0,10,79,54,3,0,0,0,0,35.167793,-105.96872,2,1,146,7398,1981,115
2,2058,2018,0,0,10,63,48,10,0,0,0,0,34.0125,-118.453887,2,1,9,3500,1982,115
1,1848,2014,3900,0,10,79,61,21,27,0,1,0,31.474721,-97.320274,2,1,12,5501,1989,115
2,2000,2016,0,0,10,70,30,18,23,0,0,2,43.724445,-112.154441,2,1,54,2200,2004,115
2,1500,2017,0,0,10,52,34,13,0,0,0,0,33.926944,-78.07833,2,1,1,5505,2012,115
1,100,2019,0,0,10,81,57,11,0,0,0,1,47.232776,-123.15083,2,1,77,5005,2015,115
1,2100,2021,0,0,10,88,46,7,0,0,0,0,44.442031,-113.77717,2,1,1.299999952,1500,2016,115
2,1930,2017,0,0,10,91,70,11,0,0,0,0,36.654167,-97.085556,2,1,70,1200,2017,115
2,2000,2018,1200,6000,10,66,54,6,0,0,0,2,47.272499,-122.576667,2,1,31,5002,2017,115
1,1545,2018,0,0,10,88,61,6,0,0,1,0,27.44861,-81.343055,2,1,55,5234,2017,115
1,1630,2022,10000,0,10,82,46,4,0,0,0,0,40.868149,-111.92749,2,1,11,4634,2021,115
1,2200,2017,0,7500,10,50,32,3,0,0,1,0,34.013053,-84.596946,2,1,45,6295,2002,116
2,2250,2020,0,0,10,86,57,7,0,0,0,0,33.311668,-84.769721,2,1,15,5500,1969,118
1,2031,2020,0,0,10,75,50,7,0,0,0,0,41.383709,-72.505787,2,1,3,2722,1995,118
1,2200,2014,18000,25000,25,81,27,8,0,0,0,0,33.458057,-111.734725,2,1,66,3799,2002,120
2,1700,2021,0,0,10,90,57,11,17,0,0,0,40.092095,-76.57597,2,1,10,3250,2006,120
2,1550,2021,3000,3500,10,70,60,15,20,0,0,2,33.98269,-83.667217,2,1,22,5202,2006,120
1,2235,2012,0,0,10,64,34,3,0,1,0,0,31.869443,-95.217498,2,1,192,5006,2008,120
1,1250,2019,0,0,10,75,63,8,0,0,0,0,40.187778,-77.169441,2,1,9,4008,2009,120
1,30,2016,0,0,25,84,0,6,0,0,0,0,33.460834,-111.728332,2,1,1,5101,2009,120
1,1450,2022,0,0,10,73,54,5,0,0,1,0,40.631061,-79.101526,2,1,13,5502,2010,120
2,1820,2015,0,0,10,82,68,3,0,0,0,0,36.613887,-92.399719,2,1,10,1895,2011,120
1,2138,2011,0,0,10,73,50,7,0,1,0,0,39.570278,-77.967781,2,1,4,2600,2011,120
1,2030,2014,0,0,10,68,45,17,31,0,0,1,47.019721,-88.551666,2,1,19,800,2012,120
2,1750,2012,0,0,10,64,37,3,0,0,1,1,36.183334,-82.678886,2,1,15,2900,2012,120
1,1815,2015,0,0,10,77,41,4,0,0,1,0,33.73389,-117.022499,2,1,6,4314,2012,120
1,1802,2017,9000,0,10,55,28,4,0,1,0,0,42.722778,-71.135833,2,1,28,3900,2016,120
2,2050,2017,3700,4900,10,82,63,10,0,0,0,0,26.845832,-80.222221,2,1,42,2150,2002,124
1,2200,2015,6500,0,10,79,54,5,0,0,0,0,41.420833,-76.534446,2,1,8,3400,1934,125
2,1251,2020,0,0,10,55,46,7,0,0,0,0,26.003635,-80.235112,2,1,10,3260,1979,125
1,2033,2020,0,0,10,28,18,8,0,0,1,0,41.136112,-84.441665,2,1,28,3400,1980,125
2,1420,2022,0,0,10,70,54,11,20,0,0,0,43.985708,-88.557942,2,1,78,8002,1998,125
1,2130,2014,0,1000,10,61,54,6,0,0,0,0,41.037776,-123.665832,2,1,12,2325,2000,125
2,1800,2014,1800,10000,10,70,61,8,0,0,0,0,42.460556,-71.517776,2,1,27,2770,2004,125
1,2000,2021,2000,0,10,88,57,10,4,0,0,0,28.013987,-82.345259,2,1,12,3219,2004,125
2,1710,2013,0,0,10,93,61,5,0,1,1,0,40.621665,-74.252777,2,1,38,4140,2005,125
1,2138,2015,0,8000,8,79,52,30,39,0,0,0,38.299167,-104.50389,2,1,8,8310,2006,125
2,2132,2014,0,17000,10,41,18,3,0,0,0,2,38.678611,-104.754997,2,1,28,4572,2007,125
2,1523,2016,1800,0,10,90,79,10,0,0,2,0,18.335657,-64.897193,2,1,18,10004,2007,125
2,0,2016,5500,0,10,66,54,7,0,0,0,0,28.443611,-81.282501,2,1,21,12005,2007,125
2,1530,2014,0,0,10,37,19,5,0,0,1,1,33.183334,-84.371665,2,1,5,2400,1945,130
2,1800,2015,0,0,10,97,55,5,0,0,0,2,32.023612,-102.098609,2,1,21,3977,2014,130
1,1620,2020,2700,0,10,90,77,5,0,0,0,0,26.918888,-81.990837,2,1,1,7193,2020,130
2,1730,2012,3400,0,10,79,63,12,0,0,0,0,29.466943,-81.203613,4,2,67,5000,2007,132
2,1730,2012,3400,0,10,79,63,12,0,0,0,0,29.466943,-81.203613,4,2,67,5000,2007,132
4,1829,2018,0,7000,10,46,23,7,0,0,0,0,45.77861,-111.156112,3,1,46,5050,1946,135
1,1830,2019,0,0,10,34,16,8,0,0,0,0,43.64389,-116.636947,4,1,16,5500,1953,135
1,32,2020,0,0,10,63,43,7,0,0,0,1,59.63293,-151.50499,4,1,1.100000024,6701,1953,135
1,2100,2015,0,5000,10,59,45,15,20,0,0,0,38.480556,-94.60778,2,1,77,1000,1954,135
1,2024,2020,0,0,10,75,55,16,19,0,0,1,32.560639,-83.67675,4,1,32,2833,1954,135
1,2256,2011,0,5500,10,77,63,7,0,1,0,0,40.021667,-82.463607,2,1,11,4649,1990,135
2,2145,2021,5500,0,10,57,36,12,21,0,0,0,41.554306,-112.06225,4,2,72,8900,2005,135
2,2145,2021,5500,0,10,57,36,12,21,0,0,0,41.554306,-112.06225,4,2,72,8900,2005,135
4,0,2021,0,0,3,27,23,6,0,0,0,0,41.78007,-112.14178,4,1,22,2000,1951,140
2,1700,2015,0,0,10,57,41,2,0,0,0,0,33.964168,-112.809448,4,1,1,6101,1964,140
1,2145,2016,0,0,10,90,72,12,0,0,0,1,26.001111,-80.240837,4,1,1565,3255,1967,140
1,1400,2017,0,1100,10,68,63,8,0,0,0,1,39.084167,-84.205001,4,1,334,3566,1969,140
2,1747,2019,0,0,10,79,63,11,0,1,1,0,30.432777,-87.702224,4,1,94,3700,1969,140
2,2130,2020,4300,0,10,46,28,6,11,0,0,0,35.555557,-87.180831,4,1,60,1811,1973,140
2,2028,2015,0,0,10,81,21,5,18,0,1,1,40.822223,-115.777496,4,1,5,3012,1973,140
1,323,2020,0,0,10,84,19,7,0,1,0,0,33.001667,-111.88055,2,1,5,4751,2002,140
1,2100,2021,0,0,10,84,59,4,0,0,0,1,40.4864,-86.1336,1,1,5.300000191,2048,2007,140
1,2117,2020,0,0,10,36,19,4,0,1,0,0,40.48293,-111.42926,2,1,0,6898,2020,141
2,2245,2020,0,0,10,88,70,3,0,0,0,2,35.043609,-86.828613,4,1,6,1230,1947,145
1,1430,2013,0,15000,10,63,48,11,0,0,0,0,38.970001,-75.866386,4,1,6,3214,1948,145
4,1923,2017,0,0,10,86,57,8,17,4,0,0,29.366111,-82.463607,4,1,46,6999,1948,145
1,1751,2020,0,0,10,43,30,6,0,0,0,0,41.728577,-98.05576,4,1,10.30000019,3700,1949,145
2,1800,2021,0,0,10,73,54,7,0,0,0,2,48.845747,-117.27904,4,1,17,1765,1950,145
1,1600,2021,0,0,10,80,0,5,10,0,0,0,36.833139,-114.05588,4,1,45,5121,1950,145
1,1430,2015,0,0,10,73,54,6,0,0,0,0,41.446666,-72.457496,4,1,41,2120,1951,145
1,1630,2016,0,0,10,66,54,10,0,0,1,0,47.380832,-92.831108,4,1,7,6758,1951,145
1,130,2022,0,0,10,70,30,6,0,0,0,0,61.569515,-149.85473,2,1,0.5,800,1952,145
2,1710,2020,0,0,10,82,63,7,0,0,0,0,46.548332,-93.676666,4,1,9,3123,1952,145
1,2230,2021,0,0,10,75,66,3,0,0,0,0,32.48275,-81.736944,4,1,23.79999924,6000,1957,145
2,135,2019,0,0,10,99,46,10,0,2,0,0,44.182498,-122.07833,4,1,4,2600,1958,145
2,1840,2019,0,0,10,72,7,12,20,1,1,0,30.351388,-97.993888,4,1,99,3930,1958,145
3,1545,2017,0,2600,10,21,14,22,28,0,0,0,43.078056,-94.271942,4,1,6081,3960,1958,145
1,2145,2021,0,0,30,68,10,8,4,0,0,1,36.02224,-106.95837,4,1,15,4137,1958,145
1,1820,2018,0,0,10,68,52,6,0,0,0,0,40.034442,-79.023887,4,1,2,5002,1958,145
1,2215,2021,1100,0,9,46,43,3,0,0,0,0,39.778444,-74.947806,4,1,8,3094,1959,145
1,2315,2013,0,0,10,86,73,3,0,0,0,0,31.639444,-81.328887,4,1,52,3527,1960,145
1,2030,2014,0,0,10,75,55,6,0,0,0,0,38.181667,-84.906669,4,1,50,5506,1960,145
1,1500,2015,2400,0,10,90,79,5,0,0,1,0,28,-81,4,1,2,6001,1961,145
3,2310,2016,0,0,10,68,30,10,0,2,0,1,43.113609,-75.422225,4,1,6,1980,1962,145
2,1630,2015,1500,0,20,90,0,10,17,0,0,1,29.01361,-89.159721,4,1,62,2200,1962,145
1,2000,2014,0,0,10,48,45,3,0,0,1,0,30.460556,-87.876945,4,1,6,6604,1963,145
1,1605,2021,0,0,10,70,43,3,0,0,0,0,44.744583,-114.92138,4,1,31,2150,1964,145
2,509,2020,0,0,10,46,36,5,0,0,0,0,33.876002,-84.302031,4,1,15,6001,1964,145
2,1730,2022,3400,7000,10,77,61,9,14,0,0,0,33.389903,-84.331037,4,1,73,5509,1965,145
2,2152,2015,0,0,10,81,70,5,0,0,2,0,42.801387,-97.411666,4,1,5,1750,1966,145
2,2230,2022,6500,0,10,99,68,7,0,0,0,0,32.029339,-97.010608,4,1,36,2100,1966,145
3,201,2014,18000,25000,10,82,75,4,0,0,3,0,29.775554,-94.940551,4,1,2,4334,1966,145
1,1534,2015,0,0,10,73,37,8,0,1,0,0,42.633609,-77.051109,4,1,50,5499,1966,145
1,1830,2019,0,6000,10,39,32,11,0,0,0,0,41.226112,-92.493888,4,1,3565,4012,1967,145
2,2000,2016,0,10000,10,57,25,9,0,0,0,0,39.990001,-75.581947,2,1,50,3347,1998,145
2,2355,2015,0,0,10,90,46,14,22,0,0,0,34.65361,-112.419441,2,1,6,7619,2004,145
3,2102,2017,9500,0,10,90,72,7,0,0,0,1,27.977222,-82.759162,2,1,2,4108,2005,145
2,1930,2017,20000,0,10,37,7,6,0,0,0,0,39.507778,-76.406669,2,1,55,2200,2006,145
2,2235,2015,0,0,10,99,57,7,0,0,0,2,43.641944,-116.635833,2,1,25,5500,2006,145
2,1727,2016,3000,0,10,75,64,3,0,0,0,2,34.660831,-112.416389,2,1,30,4846,2015,145
1,1710,2016,0,0,10,73,52,4,0,1,0,0,35.723888,-81.387779,1,1,4,4400,1944,150
1,2205,2023,0,0,4,41,27,4,0,0,0,1,40.972142,-111.70443,3,1,72,1438,1946,150
2,1145,2015,0,3400,10,66,61,5,0,0,1,1,41.520832,-76.462219,4,1,67,1990,1946,150
1,2320,2015,0,0,10,75,46,9,0,0,0,1,31.942499,-102.201942,2,1,2,2800,1946,150
1,1400,2016,0,0,10,55,43,5,0,0,0,0,40.915,-72.791946,4,1,77,10001,1947,150
2,1815,2021,12000,0,10,63,36,4,0,0,0,0,47.767845,-116.81933,2,1,30,5400,1950,150
2,2000,2014,0,0,10,52,43,15,20,0,0,0,61.109024,-149.899398,2,1,2,1078,1953,150
2,515,2015,8000,15000,30,68,52,7,0,0,0,0,59.049999,-158.58139,2,1,12,1400,1953,150
3,2010,2021,0,0,10,50,0,5,0,0,0,0,48.707794,-122.90985,4,1,3979.300049,2901,1953,150
1,1245,2015,0,0,10,63,54,5,0,0,1,0,43,-71,4,1,2,2200,1955,150
1,1808,2015,0,10000,10,52,37,4,0,0,0,1,61.187221,-149.965835,2,1,16,2200,1955,150
1,330,2022,0,0,10,39,48,7,0,0,0,0,44.381083,-106.7218,4,1,73,6143,1955,150
4,1420,2016,0,0,10,66,52,5,0,0,0,4,44.329166,-84.791664,4,1,5,2750,1956,150
2,1750,2014,6500,0,10,81,54,11,21,0,0,0,41.626388,-80.214721,4,1,6,5001,1956,150
2,1630,2021,0,0,10,37,30,10,0,0,0,0,43.984491,-88.556934,4,2,7,6179,1956,150
2,1630,2021,0,0,10,37,30,10,0,0,0,0,43.984491,-88.556934,4,2,7,6179,1956,150
2,1930,2020,0,0,10,17,-1,13,20,0,0,1,41.9086,-70.7277,2,1,29.29999924,4350,1958,150
1,1900,2017,5500,5500,10,45,21,14,21,0,0,1,38.6875,-75.359169,4,1,2,3109,1960,150
1,2045,2017,1900,0,10,70,63,7,0,1,0,0,41.515556,-75.251663,2,1,33,2986,1961,150
1,1730,2014,2700,0,10,55,45,4,0,0,0,0,38.516109,-119.214721,2,1,100,3700,1963,150
3,2021,2016,0,0,10,91,59,6,0,3,0,0,46.24472,-99.544723,4,1,21,3460,1964,150
1,15,2014,0,0,10,86,54,8,0,0,0,0,46.650001,-103.68,4,1,26,4200,1964,150
3,32,2020,0,0,10,90,75,6,0,0,0,0,33.162776,-97.824165,4,1,1,5005,1964,150
2,1505,2018,0,0,10,73,50,11,15,0,2,0,28.986944,-80.925834,4,1,15,4360,1965,150
2,1500,2021,0,1700,10,88,75,8,0,0,0,0,30.153375,-95.321989,4,1,10,3594,1966,150
2,2046,2016,2000,10000,10,84,73,14,22,0,1,1,25.498056,-80.558334,4,1,44,4000,1966,150
1,1700,2016,0,0,10,81,63,10,0,0,0,0,32.337501,-104.263336,1,1,5,4616,1967,150
1,1605,2019,0,4600,10,73,54,8,0,0,0,0,40.528888,-74.589996,4,1,100,3507,1968,150
1,1550,2020,0,0,10,37,12,18,0,0,1,0,45.264859,-112.55151,4,1,62.59999847,6501,1968,150
2,1815,2022,0,0,10,88,45,8,0,0,0,0,42.804,-102.178,2,1,31,2284,1969,150
2,2045,2014,6000,0,10,75,48,10,14,2,0,0,42.556388,-73.916664,4,1,40,2853,1969,150
1,1700,2022,0,0,4,46,23,21,34,0,0,0,33.218249,-102.82631,4,1,24,3924,1969,150
1,1115,2022,0,0,10,9,7,4,0,0,0,0,61.215814,-149.85578,4,1,7.699999809,4000,1969,150
2,1330,2018,20000,0,10,37,27,3,0,0,0,0,39.535556,-104.861663,4,1,3494,10001,1969,150
1,2030,2017,0,0,10,79,36,5,0,1,0,0,30.219078,-98.629989,4,1,0,2200,1971,150
1,2330,2019,0,0,10,64,30,5,0,0,0,0,38.728054,-120.745277,4,1,38,3910,1971,150
2,2020,2017,0,0,10,63,39,16,0,2,0,0,34.850147,-100.210319,2,1,98,1800,1972,150
2,22,2018,21000,25000,5,63,54,5,0,0,0,0,33.675277,-117.86888,4,1,42.20000076,2887,1972,150
1,1727,2020,0,11000,10,36,39,7,0,0,0,0,45.004508,-69.237437,4,1,19,3008,1972,150
1,1600,2022,0,0,10,46,34,9,0,0,0,1,39.580798,-79.336014,2,1,5,5000,1972,150
2,2035,2017,2800,0,10,86,75,4,0,0,0,2,34.312221,-84.422225,4,1,76,5001,1972,150
3,1737,2020,2000,0,10,79,66,3,0,0,0,1,31.713833,-82.393778,4,1,2.599999905,5003,1972,150
1,2345,2021,0,0,9,79,48,7,0,0,0,1,39.5704,-83.4172,4,1,47,5097,1972,150
2,245,2014,0,0,10,70,18,5,0,0,0,1,40.766666,-119.207778,2,1,97,5280,1972,150
2,1555,2021,0,0,10,45,28,5,0,0,0,0,39.081972,-77.559229,4,1,51,5500,1972,150
2,2000,2017,0,0,10,93,61,4,0,0,2,0,33.686668,-112.099723,2,1,125,8196,1972,150
1,1915,2014,12000,0,7,72,28,4,0,0,0,1,30.367776,-89.454719,2,1,8,8497,1972,150
3,1730,2021,0,0,10,75,54,9,0,0,0,1,25.86161,-80.896935,4,1,28,10499,1972,150
2,1330,2021,18000,0,10,84,75,5,0,0,0,2,33.049845,-97.232237,2,1,1,3500,1973,150
1,2255,2020,6000,0,10,90,45,19,27,0,0,0,32.93111,-97.411666,4,1,23,3740,1973,150
2,1700,2020,0,3900,10,59,48,8,0,0,0,2,47.488334,-122.21221,2,1,0,5382,1973,150
1,1745,2020,3000,15000,10,81,68,10,0,0,0,0,39.568332,-76.203056,4,1,30,2856,1974,150
2,16,2019,0,3000,10,70,55,8,0,0,0,0,33.869998,-117.990837,4,1,74,3121,1974,150
1,1730,2015,0,0,10,63,27,4,0,0,0,1,41.200553,-74.622779,4,1,25,3499,1974,150
4,1835,2020,0,0,10,61,45,6,0,0,4,0,34.893611,-78.843612,4,1,98,3500,1974,150
3,2330,2013,0,0,10,82,39,14,0,0,1,2,35.101112,-118.423057,4,1,16,3690,1974,150
2,1515,2014,0,0,10,73,54,10,0,0,0,0,28.749864,-81.489669,4,1,811,3987,1974,150
1,2030,2015,0,0,10,73,48,4,0,0,1,0,35.913333,-75.701667,2,1,35,4305,1974,150
1,2011,2021,0,0,10,72,54,3,0,1,0,0,39.122619,-123.2004,4,1,4.099999905,4423,1974,150
2,1627,2015,0,2100,10,79,70,7,0,1,1,0,30.234167,-98.902496,4,1,0,5001,1974,150
2,2303,2016,0,0,10,66,46,4,0,0,0,0,32.497776,-84.971389,4,1,13,6997,1974,150
2,115,2016,0,0,10,64,57,7,0,0,0,0,29.959167,-81.339721,4,1,99,8002,1974,150
2,2020,2022,0,0,10,75,72,4,0,0,0,2,41.445654,-72.455642,2,1,4250,2120,1975,150
3,1830,2015,3800,0,10,81,61,4,0,0,0,0,42.107223,-72.036941,4,1,55,3501,1975,150
4,33,2012,0,100,0.25,39,36,11,0,0,0,4,43.918888,-92.525558,4,1,16,9033,1975,150
1,1900,2014,0,3100,10,37,25,6,0,0,0,0,40.565834,-74.979446,4,1,76,2900,1976,150
2,1215,2021,0,0,10,57,55,5,0,0,1,0,47.9034,-97.6379,2,1,11,2914,1976,150
3,1743,2015,0,0,10,66,63,3,0,0,1,2,38.110553,-92.680557,4,1,18,3205,1976,150
2,1630,2020,0,1500,10,36,28,9,0,0,0,0,43.119167,-77.671943,4,1,58,4000,1976,150
1,1900,2015,0,0,10,27,16,5,0,0,0,0,45.698055,-92.951667,4,1,36,4397,1976,150
2,0,2017,0,0,10,52,0,3,0,0,0,0,61.41611,-149.50666,2,1,59,2200,1977,150
3,1800,2017,4900,5500,10,23,16,5,0,0,0,0,45.23611,-93.985557,4,1,2,2796,1977,150
4,2230,2016,2700,0,10,86,73,9,0,0,0,0,26.001111,-80.240837,4,1,0,3255,1977,150
1,2211,2020,0,0,10,72,3,3,0,0,1,0,33.829722,-116.50666,4,1,44,4952,1977,150
2,1800,2020,7000,0,10,57,30,5,0,0,0,0,43.573042,-71.417842,4,1,48,5890,1977,150
1,2040,2019,0,0,10,81,34,14,27,1,0,0,41.029998,-104.24639,2,1,12,1100,1978,150
1,115,2014,0,0,10,79,45,12,0,0,0,0,37.658332,-106.033889,2,1,39,2600,1981,150
2,2315,2011,0,0,10,77,46,7,0,2,0,0,42.623611,-83.968612,2,1,6,5002,1982,150
2,2100,2015,0,0,10,90,64,3,0,0,0,2,34.542778,-78.778053,2,1,2,2850,1984,150
1,1220,2022,20000,0,10,75,52,8,0,0,0,0,27.642346,-82.520169,2,1,6,3120,1986,150
1,1556,2019,0,0,10,72,52,3,0,1,0,0,35.271667,-79.254447,2,1,1193,2155,1992,150
2,1630,2016,0,0,10,64,39,11,16,0,0,0,47.323333,-116.569168,2,1,3,3354,1998,150
1,1515,2019,0,0,10,86,73,3,0,1,0,0,28.630556,-81.804443,2,1,50,2000,2001,150
2,2002,2019,4900,0,10,88,64,4,0,0,0,2,39.421665,-77.372222,2,1,4,3600,2002,150
2,1751,2018,0,0,10,61,28,7,0,2,0,0,39.997501,-105.045829,2,1,46,4700,2003,150
1,1442,2018,0,0,10,75,52,7,0,1,0,0,41.683887,-72.870002,4,2,4,3665,2004,150
1,2115,2019,0,700,10,45,41,8,0,0,0,1,36.984165,-91.955558,2,1,9,3502,2012,150
1,2145,2017,0,3900,10,68,50,14,19,0,0,1,37.98722,-122.054168,2,1,12,5001,2012,150
1,1230,2017,0,0,10,68,57,4,0,0,0,1,36.67889,-76.032775,1,1,0,4845,2017,150
2,1620,2021,3700,4600,10,64,50,8,20,0,0,0,37.295948,-81.207519,2,1,51,4743,2020,150
1,1510,2016,0,0,8,37,36,4,0,0,0,0,43.641944,-116.635833,2,1,223,5500,1998,152
1,1933,2014,2700,0,10,81,63,3,0,1,0,0,29.849445,-98.737777,2,1,26,2300,2013,155
3,1730,2015,0,0,7,70,61,3,0,0,1,1,36.952777,-121.46389,2,1,15,2500,1942,160
1,2310,2021,0,6000,10,63,52,4,0,0,0,0,61.181371,-149.97211,4,1,29.29999924,1930,1948,160
1,1525,2019,0,0,10,63,54,5,0,1,0,0,42.084445,-76.094444,2,1,11,3900,1949,160
2,2225,2015,0,0,10,48,30,7,0,0,0,0,35.877498,-86.377502,2,1,108,3898,1951,160
1,1800,2020,9000,24000,10,66,30,9,0,0,0,1,40.863887,-111.927497,2,1,25,4634,1956,160
2,2107,2018,0,11000,10,63,46,5,0,0,0,1,61.186668,-149.96611,2,1,6.599999905,2200,1957,160
3,1347,2015,0,0,10,55,46,8,0,0,2,1,44.291667,-96.150276,4,1,7,2600,1959,160
1,2300,2012,3800,0,10,84,66,9,0,0,0,0,33.036109,-97.231666,1,1,9,3500,1961,160
1,1411,2013,0,0,10,88,72,3,0,0,1,0,39.089168,-76.824165,4,1,279,2324,1962,160
1,0,2020,0,0,10,57,34,5,0,0,1,0,45.352779,-122.340835,4,2,100,2500,1963,160
1,0,2020,0,0,10,57,34,5,0,0,1,0,45.352779,-122.340835,4,2,100,2500,1963,160
2,1645,2016,0,0,10,45,28,8,16,0,0,0,32.564723,-82.985,4,2,22.89999962,5171,1963,160
2,1645,2016,0,0,10,45,28,8,16,0,0,0,32.564723,-82.985,4,2,22.89999962,5171,1963,160
1,1547,2015,2300,0,10,84,75,10,0,1,0,0,27.919721,-82.689163,4,2,2,9730,1963,160
1,1547,2015,2300,0,10,84,75,10,0,1,0,0,27.919721,-82.689163,4,2,2,9730,1963,160
1,1700,2017,2600,0,10,41,34,5,0,0,0,1,41.515556,-75.251663,4,1,630,2986,1965,160
1,2020,2015,0,0,10,95,72,10,0,0,0,1,31.817222,-97.569442,4,2,0,3000,1965,160
1,2020,2015,0,0,10,95,72,10,0,0,0,1,31.817222,-97.569442,4,2,0,3000,1965,160
1,2100,2014,0,0,10,93,37,8,19,0,0,1,35.000934,-114.560142,6,2,4,3700,1965,160
1,2100,2014,0,0,10,93,37,8,19,0,0,1,35.000934,-114.560142,6,2,4,3700,1965,160
2,121,2020,0,0,10,72,45,6,18,0,0,0,44.909442,-123.0025,4,2,25.29999924,5146,1965,160
2,121,2020,0,0,10,72,45,6,18,0,0,0,44.909442,-123.0025,4,2,25.29999924,5146,1965,160
1,1500,2015,0,0,10,68,57,9,0,0,0,0,41.587223,-83.8125,4,1,24,10599,1965,160
1,1900,2014,7000,0,10,72,50,7,0,0,0,0,41.200279,-74.623054,4,1,3,3499,1967,160
1,1805,2018,0,4700,10,91,68,9,0,0,0,1,28.000278,-82.16333,4,1,19,3950,1967,160
4,2330,2015,0,0,10,82,36,5,0,0,1,3,40.150554,-122.25222,6,2,8,5431,1967,160
4,2330,2015,0,0,10,82,36,5,0,0,1,3,40.150554,-122.25222,6,2,8,5431,1967,160
1,2022,2014,0,0,10,61,27,9,15,0,0,0,39.029926,-104.479949,2,1,1,6000,1968,160
2,2307,2016,15000,260000,10,43,25,12,0,0,2,0,40.752777,-73.053611,4,1,31,2740,1969,160
2,1623,2020,3200,0,10,75,61,3,0,0,0,0,37.778057,-89.251945,2,1,98,3498,1969,160
2,1520,2018,0,0,10,88,73,7,0,0,0,0,27.655555,-80.418052,4,2,10,4974,1969,160
2,1520,2018,0,0,10,88,73,7,0,0,0,0,27.655555,-80.418052,4,2,10,4974,1969,160
1,1230,2016,5000,25000,10,82,66,15,0,0,1,0,35.885555,-83.956665,2,1,15,2100,1971,160
2,1700,2014,0,0,10,63,43,7,0,0,1,1,35.645832,-80.520278,4,1,68,5501,1971,160
1,2138,2023,0,300,4,50,50,9,0,0,0,1,30.338417,-95.0255,4,1,84,5001,1972,160
3,1940,2020,0,2400,30,79,32,12,17,0,0,3,48.684444,-123.20972,4,1,14.19999981,1560,1973,160
3,630,2021,12000,0,10,54,25,18,0,0,0,0,42.481806,-114.48775,4,1,77.19999695,8703,1973,160
2,1330,2015,14000,25000,10,73,48,8,0,0,2,0,42.968334,-70.82833,4,1,2,2100,1974,160
1,1930,2014,4400,0,10,54,36,9,15,0,0,0,35.884998,-83.957496,4,1,40,2100,1974,160
3,1317,2017,0,0,10,75,63,6,0,1,2,0,41.57611,-73.467498,4,1,85,2900,1974,160
1,1340,2015,0,0,10,32,10,3,0,1,0,0,38.251388,-78.037223,4,1,31,3200,1974,160
2,1915,2021,0,0,10,77,50,9,19,0,0,0,48.996079,-95.978827,4,1,11.80000019,3297,1974,160
1,1814,2014,0,0,10,81,70,6,0,0,0,0,36.780277,-76.44889,4,1,63,4057,1974,160
1,0,2020,0,0,10,75,27,6,0,0,0,0,40.163612,-105.162223,4,1,96.30999756,4799,1974,160
3,1740,2020,0,0,10,57,27,9,0,0,0,0,40.959445,-72.251663,4,1,38,4255,1975,160
1,2220,2020,0,0,10,81,45,10,0,0,0,1,44.275276,-85.418891,2,1,1,5000,1975,160
1,1300,2020,0,0,10,84,68,3,0,0,0,0,36.665,-76.321113,4,1,46,5500,1975,160
2,1630,2018,0,0,10,48,12,4,0,0,0,2,38.940555,-104.568611,4,1,66,6000,1975,160
1,2010,2018,0,0,10,86,68,3,0,0,1,0,37.501388,-77.126113,4,1,85,3603,1976,160
1,1845,2020,0,0,10,82,30,6,0,0,0,0,34.427223,-119.839996,4,1,2,4180,1976,160
2,1925,2020,0,8000,10,41,23,5,0,0,0,0,43.875556,-121.45333,4,1,12,5461,1976,160
1,2310,2022,0,0,10,70,55,9,0,0,0,0,48.470526,-122.42168,4,1,70,5480,1976,160
1,1545,2013,1800,25000,10,81,66,8,0,0,0,0,35.96389,-83.873611,4,1,54,3499,1977,160
2,1810,2015,0,0,10,72,43,5,0,0,0,0,48.178611,-114.303611,2,1,10,3600,1977,160
2,1605,2014,2600,0,10,88,75,6,0,1,1,0,31.735834,-93.099166,4,1,53,5003,1977,160
3,2240,2018,0,0,10,88,37,5,0,0,3,0,34.51361,-109.370277,4,1,20,5322,1977,160
1,2325,2019,0,0,10,73,61,5,0,0,0,1,35.072776,-77.043052,4,1,86,6453,1977,160
1,2357,2022,0,0,10,43,52,4,0,0,0,1,37.76515,-89.248861,4,1,83.80000305,6506,1977,160
2,2207,2021,0,0,10,84,55,6,0,0,0,0,30.061779,-95.552788,4,1,56,7009,1977,160
