ev_time,ev_year,ev_country,light_cond,sky_nonceil_ht,sky_ceil_ht,vis_sm,wx_temp,wx_dew_pt,wind_vel_kts,gust_kts,inj_tot_t,inj_tot_f,inj_tot_s,inj_tot_m,dec_latitude,dec_longitude,damage,acft_fire,acft_make,acft_model,total_seats,num_eng,afm_hrs_last_insp,second_pilot,rwy_len,acft_year,power_units,carb_fuel_injection,eng_type,eng_mfgr
2037,2019,USA,DAYL,0,0,10,72,46,9,0,1,1,0,0,40.474998,-86.063331,DEST,NONE,Piper,AEROSTAR 602P,6,2,,N,,1981,,FINJ,REC,Lycoming
2037,2019,USA,DAYL,0,0,10,72,46,9,0,1,1,0,0,40.474998,-86.063331,DEST,NONE,Piper,AEROSTAR 602P,6,2,,N,,1981,,FINJ,REC,Lycoming
2141,2019,USA,DAYL,0,0,9,64,27,5,0,2,1,1,0,43.394721,-117.04694,SUBS,NONE,Enstrom,280F,4,1,21.79999924,Y,,1981,190,FINJ,REC,Lycoming
2200,2019,USA,DAYL,0,0,10,55,21,7,0,2,0,1,0,29.774999,-97.977775,MINR,NONE,Beech,200,10,2,,N,,1981,850,,TP,Pratt & Whitney
2200,2019,USA,DAYL,0,0,10,55,21,7,0,2,0,1,0,29.774999,-97.977775,MINR,NONE,Beech,200,10,2,,N,,1981,850,,TP,Pratt & Whitney
1900,2019,USA,DAYL,0,0,10,54,5,6,0,2,0,0,0,37.140277,-113.30611,SUBS,NONE,Beech,36,6,1,,N,3283,1981,300,FINJ,REC,Continental
2030,2019,USA,DAYL,0,0,10,36,30,,0,1,0,0,0,33.714168,-96.674446,SUBS,NONE,Cessna,152,2,1,,N,9000,1981,110,CARB,REC,Lycoming
411,2019,USA,NDRK,0,8000,10,36,36,3,0,3,3,0,0,60.504165,-150.151382,DEST,GRD,Piper,PA-31-350,5,2,,N,,1981,350,FINJ,REC,Lycoming
411,2019,USA,NDRK,0,8000,10,36,36,3,0,3,3,0,0,60.504165,-150.151382,DEST,GRD,Piper,PA-31-350,5,2,,N,,1981,350,FINJ,REC,Lycoming
1645,2019,USA,DAYL,0,0,10,72,57,13,21,2,0,0,1,29.651666,-82.324165,SUBS,NONE,Cessna,P210,6,1,,N,,1981,310,FINJ,REC,Continental
410,2020,USA,NITE,0,0,10,46,36,,0,2,0,0,0,34.432777,-119.834724,SUBS,NONE,Piper,PA28,4,1,32,Y,,1981,160,CARB,REC,Lycoming
2000,2020,USA,DAYL,0,1200,10,28,23,8,0,2,0,0,0,38.75,-90.36,SUBS,NONE,Beech,200,10,2,,N,7485,1981,850,FINJ,TP,Pratt & Whitney
2000,2020,USA,DAYL,0,1200,10,28,23,8,0,2,0,0,0,38.75,-90.36,SUBS,NONE,Beech,200,10,2,,N,7485,1981,850,FINJ,TP,Pratt & Whitney
1513,2020,USA,DAYL,0,500,0.75,32,32,3,0,4,4,0,0,34.461944,-84.756385,SUBS,NONE,Cessna,501,9,2,,Y,,1981,2200,FINJ,TF,Pratt & Whitney Canada
1513,2020,USA,DAYL,0,500,0.75,32,32,3,0,4,4,0,0,34.461944,-84.756385,SUBS,NONE,Cessna,501,9,2,,Y,,1981,2200,FINJ,TF,Pratt & Whitney Canada
1626,2020,USA,DAYL,0,2000,10,81,70,13,20,2,2,0,0,27.954166,-81.771385,SUBS,NONE,Mooney,M20J,4,1,87,N,5000,1981,200,FINJ,REC,Lycoming
115,2019,USA,DAYL,0,0,10,36,32,32,37,1,0,0,0,59.881668,-163.168884,SUBS,NONE,Cessna,207,,1,,N,1835,1981,285,FINJ,REC,Continental
1740,2020,USA,DAYL,0,4200,10,63,50,6,0,2,0,1,1,33.891944,-117.601387,SUBS,NONE,CESSNA,152,2,1,,N,3200,1981,117,CARB,REC,Lycoming
1650,2020,USA,DAYL,0,0,10,75,27,3,0,1,0,0,0,32.251388,-110.705558,SUBS,NONE,Cessna,172,2,1,1089,N,,1981,160,CARB,REC,Lycoming
1930,2020,USA,DAYL,0,0,10,82,39,12,17,2,0,0,0,40.488887,-111.419441,SUBS,NONE,Cessna,P210,,1,,N,6898,1981,,FINJ,REC,Continental
2115,2020,USA,DAYL,0,2600,6,88,28,21,39,1,0,0,0,40.828334,-115.785278,SUBS,NONE,Bell,206,1,1,,N,,1981,420,,TS,Allison
925,2020,USA,NITE,0,0,10,79,72,13,27,1,1,0,0,43.58139,-96.743614,DEST,NONE,Mitsubishi,MU2B,2,2,,N,8000,1981,900,FINJ,TP,Honeywell
925,2020,USA,NITE,0,0,10,79,72,13,27,1,1,0,0,43.58139,-96.743614,DEST,NONE,Mitsubishi,MU2B,2,2,,N,8000,1981,900,FINJ,TP,Honeywell
2200,2020,USA,DAYL,0,0,10,81,57,,0,1,0,0,0,46.454723,-116.524169,DEST,NONE,Ayres,S2R,1,,,N,,1981,750,,TP,Pratt & Whitney
1200,2020,USA,DAYL,0,2100,10,66,63,,0,2,0,0,0,36.406944,-82.02111,SUBS,NONE,Beech,77,2,1,,N,,1981,115,CARB,REC,Lycoming
2144,2020,USA,NITE,0,0,10,84,57,8,0,4,0,0,0,43.223331,-122.421112,SUBS,NONE,Cessna,182,4,1,,N,5350,1981,250,CARB,REC,Continental
1436,2020,USA,DAYL,0,0,10,84,75,,0,2,0,2,0,32.986389,-81.26667,DEST,GRD,Cessna,P210,6,1,,N,4990,1981,310,FINJ,REC,Contienental Motors Inc.
1630,2020,USA,DAYL,0,0,4,0,0,,0,2,0,0,2,44.888611,-116.10166,SUBS,NONE,CESSNA,172,4,1,12,N,,1981,160,CARB,REC,Lycoming
1800,2020,USA,DAYL,0,0,10,64,57,,0,1,0,1,0,46.281154,-121.42271,DEST,GRD,BELL,206,5,1,,N,,1981,420,FINJ,TS,Rolls-Royce
1915,2020,USA,DAYL,0,0,10,88,68,9,0,1,0,0,0,28.338616,-81.957469,SUBS,NONE,BELL,206,5,1,74.19999695,N,,1981,420,FINJ,TS,Rolls Royce
1906,2020,USA,DAYL,0,7000,10,73,54,6,0,2,2,0,0,32.936653,-96.436255,SUBS,NONE,CESSNA,182R,4,1,,N,3373,1981,230,,REC,CONT MOTOR
1647,2020,USA,DAYL,0,0,10,70,39,6,0,2,0,0,0,31.807333,-106.37636,SUBS,NONE,CESSNA,172,4,1,46.70000076,N,9025,1981,160,CARB,REC,Lycoming
1930,2020,USA,DAYL,0,0,9,9,8,7,0,1,0,0,0,41.259407,-70.058238,SUBS,NONE,PIPER,PA-28-161,4,1,,N,6300,1981,161,CARB,REC,LYCOMING
1435,2020,USA,DAYL,0,0,10,55,52,6,0,1,1,0,0,31.611861,-89.086611,DEST,GRD,HUGHES,369D,4,1,,N,,1981,420,,TS,ALLISON
1600,2021,BR,,0,0,,0,0,,0,1,0,0,0,-19.851,-48.45888,SUBS,NONE,PIPER,PA36,,1,,,,1981,,,,
330,2021,USA,NITE,0,1300,7,16,12,7,0,2,0,0,0,33.566281,-101.87793,SUBS,NONE,BEECH,B100,11,2,,,,1981,750,,TP,GARRETT
330,2021,USA,NITE,0,1300,7,16,12,7,0,2,0,0,0,33.566281,-101.87793,SUBS,NONE,BEECH,B100,11,2,,,,1981,750,,TP,GARRETT
2200,2021,USA,DAYL,0,0,10,66,41,11,0,1,0,0,0,27.944813,-81.786297,SUBS,NONE,CESSNA,P210,6,1,,N,5000,1981,310,FINJ,REC,Continental
1948,2021,MX,,0,0,,0,0,,0,2,0,0,0,25686111,109.08111,SUBS,NONE,CANADAIR,CL600,,,,,,1981,,,,
1745,2021,USA,DAYL,0,0,10,39,25,13,22,2,0,0,0,44.315015,-69.794812,SUBS,NONE,BEECH,Sierra,4,1,,Y,5001,1981,200,FINJ,REC,LYCOMING
1630,2021,USA,DAYL,0,300,3,32,32,4,0,4,0,0,0,38.805813,-104.70077,SUBS,NONE,GATES LEARJET CORP.,35A,10,2,98,Y,11022,1981,3500,FINJ,TF,Honeywell
1630,2021,USA,DAYL,0,300,3,32,32,4,0,4,0,0,0,38.805813,-104.70077,SUBS,NONE,GATES LEARJET CORP.,35A,10,2,98,Y,11022,1981,3500,FINJ,TF,Honeywell
1727,2021,USA,DAYL,0,0,10,82,19,,0,1,0,0,0,32.142211,-111.17457,SUBS,NONE,CESSNA,172P,4,1,11.69999981,N,4900,1981,160,CARB,REC,Lycoming
2147,2021,USA,DAYL,0,0,10,90,61,8,0,4,4,0,0,28.817965,-81.80863,DEST,GRD,BHI H60 HELICOPTERS LLC,UH-60A,4,2,,Y,6300,1981,,FINJ,TS,GE
2147,2021,USA,DAYL,0,0,10,90,61,8,0,4,4,0,0,28.817965,-81.80863,DEST,GRD,BHI H60 HELICOPTERS LLC,UH-60A,4,2,,Y,6300,1981,,FINJ,TS,GE
1410,2021,USA,DAYL,0,0,10,82,70,,0,1,0,0,0,33.09,-97.87,SUBS,NONE,CESSNA,152,2,1,42.79999924,N,,1981,118,CARB,REC,Lycoming
1421,2021,USA,DAYL,0,0,10,90,68,3,0,4,0,1,3,33.265377,-111.82106,SUBS,GRD,BEECH,A36TC,6,1,,N,4401,1981,,,,
1700,2021,USA,DAYL,0,0,10,79,54,3,0,1,0,0,0,35.167793,-105.96872,SUBS,NONE,BEECH,77,2,1,146,,7398,1981,115,CARB,REC,LYCOMING
2015,2021,USA,DAYL,0,0,10,86,70,10,14,2,0,0,0,42.589344,-95.878157,SUBS,NONE,CESSNA,A185F,4,1,,,,1981,300,FINJ,REC,Continental
2130,2021,USA,DAYL,0,0,10,84,50,8,14,2,0,0,1,34.979,-89.7888,SUBS,NONE,CESSNA,152,2,1,89.69999695,,,1981,110,CARB,REC,Lycoming
1345,2021,USA,DAYL,0,0,7,70,66,,0,1,0,0,1,28.080757,-97.122037,SUBS,NONE,BEECH,A36TC,6,1,,N,,1981,300,FINJ,REC,Continental
255,2021,USA,DUSK,0,0,10,0,-8,16,0,6,0,0,0,60.779217,-161.8368,SUBS,BOTH,CESSNA,207A,6,1,,N,6400,1981,,,,
27,2021,BR,,0,0,,0,0,,0,3,3,0,0,-23.413333,-44.799722,DEST,UNK,PIPER,PA34,,2,,N,,1981,,,,
119,2022,USA,NITE,0,1000,2,45,43,7,0,2,2,0,0,38.679489,-90.882436,DEST,NONE,BEECH,58,6,2,15,Y,,1981,,,,
1915,2022,USA,DAYL,0,0,10,79,63,7,0,2,0,0,0,26.158413,-81.767771,SUBS,NONE,MOONEY,M20,4,1,,N,,1981,,FINJ,REC,Lycoming
1630,2022,USA,DAYL,0,0,10,77,55,4,0,1,1,0,0,33.715531,-117.03241,SUBS,NONE,BEECH,77,2,1,,N,4315,1981,,,,
1830,2022,USA,DAYL,0,0,10,73,28,7,0,1,0,0,0,39.668177,-119.87644,SUBS,NONE,SHEA,PITTS SPECIAL S-1C,1,1,10,,7608,1981,180,,REC,LYCOMING
1300,2022,USA,DAYL,0,0,10,75,70,6,0,1,0,0,0,44.824564,-93.457913,SUBS,NONE,CESSNA,152,2,1,,N,3898,1981,115,CARB,REC,Lycoming
2000,2022,USA,DAYL,0,0,10,72,52,8,14,1,0,0,1,44.837454,-87.424599,SUBS,NONE,PITTS,S1,1,1,,N,4000,1981,180,FINJ,REC,Lycoming Engines
2330,2022,USA,,0,0,10,79,64,3,0,1,0,0,0,39.476881,-84.092923,UNK,NONE,SCHWEIZER,SGS 2-33A,2,0,,,,1981,,,,
1715,2022,USA,DAYL,0,0,10,93,63,4,0,2,0,0,0,36.817117,-94.388309,SUBS,NONE,PIPER,PA-28-181,2,1,,N,5001,1981,180,CARB,REC,Lycoming
500,2022,USA,NITE,0,0,10,59,36,9,0,2,0,0,0,37.687774,-85.925779,SUBS,NONE,CESSNA,172P,4,1,,Y,6001,1981,160,CARB,REC,Lycoming
1645,2022,USA,,0,0,,0,0,,0,1,0,0,0,41.148676,-111.76714,UNK,NONE,CESSNA,210N,6,1,,N,,1981,,,,
2004,2023,USA,DAYL,0,3300,,36,36,,0,3,0,0,0,45.542122,-122.95072,MINR,NONE,CESSNA,152,2,1,88,Y,,1981,115,,,LYCOMING
2004,2023,USA,DAYL,0,3300,,36,36,,0,3,0,0,0,45.542122,-122.95072,MINR,NONE,CESSNA,152,2,1,88,Y,,1981,110,CARB,REC,Lycoming
1337,2012,USA,DAYL,0,0,10,57,50,9,0,1,1,0,0,38.915279,-121.550277,SUBS,NONE,GRUMMAN,G 164D,,,,N,,1980,750,,TP,P&W
445,2012,USA,NDRK,0,0,10,61,37,3,0,5,5,0,0,38.89389,-119.995277,SUBS,GRD,PIPER,PA-32-301T,7,1,,Y,8541,1980,310,,REC,LYCOMING
2310,2012,USA,DAYL,0,0,10,86,45,7,0,1,0,0,1,34.513053,-109.372497,SUBS,NONE,CESSNA,182R,4,1,,N,5322,1980,260,,REC,CONT MOTOR
320,2012,USA,NITE,0,0,10,43,36,,0,2,2,0,0,37.095832,-119.299163,SUBS,GRD,CESSNA,421C,8,2,135,N,6004,1980,375,FINJ,REC,CONT MOTOR
320,2012,USA,NITE,0,0,10,43,36,,0,2,2,0,0,37.095832,-119.299163,SUBS,GRD,CESSNA,421C,8,2,135,N,6004,1980,375,FINJ,REC,CONT MOTOR
1800,2012,USA,DAYL,0,0,10,23,19,5,0,2,2,0,0,39.087223,-114.58361,DEST,NONE,PIPER,PA-31T1,7,2,,N,,1980,500,FINJ,TP,Pratt and Whitney
1800,2012,USA,DAYL,0,0,10,23,19,5,0,2,2,0,0,39.087223,-114.58361,DEST,NONE,PIPER,PA-31T1,7,2,,N,,1980,500,FINJ,TP,Pratt and Whitney
140,2013,USA,NITE,0,0,10,39,18,,0,2,0,0,0,44.253887,-121.14833,SUBS,NONE,CESSNA,172RG,4,1,8,Y,7006,1980,180,CARB,REC,LYCOMING
2101,2013,USA,DAYL,0,0,10,63,52,7,0,5,2,1,2,34.124721,-118.78833,SUBS,NONE,CESSNA,172RG,4,1,66,Y,,1980,180,CARB,REC,LYCOMING
230,2013,USA,DAYL,0,0,10,0,0,,0,1,1,0,0,47.542221,-116.409446,SUBS,NONE,NELSON,KR-2,2,1,,N,,1980,75,CARB,REC,CONT MOTOR
2338,2013,USA,DAYL,0,0,10,61,52,,0,2,0,0,0,40.99139,-76.466667,MINR,NONE,ENSTROM,F-28C,3,1,,N,,1980,205,CARB,REC,Lycoming
1600,2013,USA,DAYL,0,5000,10,7,1,,0,5,0,1,2,48.30611,-114.253608,SUBS,NONE,BEECH,58P,6,2,35,N,9007,1980,325,FINJ,REC,CONT MOTOR
1600,2013,USA,DAYL,0,5000,10,7,1,,0,5,0,1,2,48.30611,-114.253608,SUBS,NONE,BEECH,58P,6,2,35,N,9007,1980,325,FINJ,REC,CONT MOTOR
1610,2013,USA,DAYL,0,0,10,39,18,7,0,1,1,0,0,38.157222,-78.392219,SUBS,NONE,BEECH,A36TC,6,1,,N,,1980,300,FINJ,REC,Continental
2315,2013,USA,DAYL,0,15000,6,70,0,5,0,2,0,0,0,34.259166,-118.41333,SUBS,NONE,PIPER,PA 32-301,6,1,0.340000004,Y,,1980,0,,REC,LYCOMING
1905,2014,USA,DAYL,0,0,10,66,25,,0,3,3,0,0,33.005279,-85.070274,DEST,NONE,BEECH,95-B55,6,,,Y,5599,1980,,,REC,
1905,2014,USA,DAYL,0,0,10,66,25,,0,3,3,0,0,33.005279,-85.070274,DEST,NONE,BEECH,95-B55,6,,,Y,5599,1980,,,REC,
2030,2014,USA,DAYL,0,0,10,28,23,,0,1,0,0,0,38.13972,-78.452224,SUBS,NONE,CESSNA,172N,,1,,N,6801,1980,160,,REC,LYCOMING
800,2014,USA,NITE,0,0,10,66,61,5,0,3,2,1,0,28.000278,-82.708885,SUBS,NONE,PIPER,PA-28-181,4,1,22,N,,1980,180,CARB,REC,LYCOMING
2200,2014,USA,DAYL,0,0,10,79,39,6,15,2,0,1,1,38.048053,-78.093887,SUBS,NONE,CESSNA,U206G,3,1,110,N,,1980,285,FINJ,REC,Continental
1742,2014,USA,DAYL,0,0,10,88,72,22,30,2,0,0,0,27.497499,-80.372779,SUBS,NONE,BEECH,76,4,2,49,Y,4755,1980,180,CARB,REC,LYCOMING
1742,2014,USA,DAYL,0,0,10,88,72,22,30,2,0,0,0,27.497499,-80.372779,SUBS,NONE,BEECH,76,4,2,49,Y,4755,1980,180,CARB,REC,LYCOMING
1230,2014,AS,,0,0,,0,0,,0,2,1,0,1,,,SUBS,NONE,MAULE AIRCRAFT CORP,M-5-235C,,,,,,1980,,,,
1830,2014,USA,DAYL,0,0,10,0,0,8,0,1,0,0,0,40.890441,-83.879493,SUBS,UNK,CESSNA,172P,,1,,N,4126,1980,0,,REC,LYCOMING
1703,2014,USA,DAYL,0,4700,10,86,63,8,0,1,1,0,0,34.167221,-79.343055,SUBS,NONE,MEYER CLAIR O,2/3 P 51B/C MUSTANG,1,1,786,N,,1980,200,CARB,REC,FAIRCHILD
2000,2014,USA,DAYL,0,0,10,86,66,14,20,2,0,0,2,33.257778,-97.581108,SUBS,NONE,BELL,206B,,1,,Y,4000,1980,400,,TS,ALLISON
2130,2014,USA,DAYL,0,0,20,84,54,4,0,2,0,2,0,34.516944,-118.269447,SUBS,NONE,CESSNA,152,2,1,,,4600,1980,120,,REC,LYCOMING
430,2014,USA,NITE,0,0,5,84,55,11,0,1,0,0,0,35.433887,-119.057777,MINR,NONE,BEECH,B100,10,2,,N,,1980,715,FINJ,TP,Garret
430,2014,USA,NITE,0,0,5,84,55,11,0,1,0,0,0,35.433887,-119.057777,MINR,NONE,BEECH,B100,10,2,,N,,1980,715,FINJ,TP,Garret
1325,2014,AS,,0,0,,0,0,,0,2,1,1,0,,,DEST,GRD,CESSNA AIRCRAFT COMPANY,T210N,,,,,,1980,,,,
1720,2014,USA,DAYL,0,0,10,82,70,4,0,1,0,0,1,29.7275,-85.027221,SUBS,NONE,CESSNA,172,,1,,N,5271,1980,180,CARB,REC,LYCOMING
1415,2014,USA,DAYL,0,0,10,72,57,4,0,2,0,0,0,41.274723,-85.839996,SUBS,NONE,PIPER,PA 32-300,,1,,N,4012,1980,300,FINJ,REC,Lycoming
1730,2014,USA,DAYL,0,0,10,77,55,9,15,2,0,0,2,44.622776,-86.198059,SUBS,NONE,GREAT LAKES,2T 1A 2,2,,,,4050,1980,180,FINJ,REC,Lycoming
1910,2014,USA,DAYL,0,0,10,81,61,7,0,1,0,0,0,36.455554,-84.58583,SUBS,NONE,BEECH,C90,7,2,373,N,5506,1980,550,,TP,Pratt and Whitney
1910,2014,USA,DAYL,0,0,10,81,61,7,0,1,0,0,0,36.455554,-84.58583,SUBS,NONE,BEECH,C90,7,2,373,N,5506,1980,550,,TP,Pratt and Whitney
2225,2014,USA,DAYL,0,0,10,68,50,7,0,1,0,0,0,35.134998,-90.234443,SUBS,NONE,CESSNA,P210N,5,1,,N,6003,1980,300,FINJ,REC,CONT MOTOR
0,2014,USA,DAYL,0,0,10,34,30,25,30,2,0,0,0,60.200603,-154.280151,SUBS,NONE,BELLANCA,8GCBC,2,1,85,N,,1980,0,,REC,LYCOMING
2000,2014,USA,DAYL,0,0,10,81,59,5,0,4,0,0,2,31.940834,-95.136108,SUBS,NONE,STOL,UC 1,5,2,,N,,1980,180,FINJ,REC,LYCOMING
2000,2014,USA,DAYL,0,0,10,81,59,5,0,4,0,0,2,31.940834,-95.136108,SUBS,NONE,STOL,UC 1,5,2,,N,,1980,180,FINJ,REC,LYCOMING
1852,2014,USA,DAYL,0,1600,2,64,59,3,0,1,0,0,1,29.320755,-98.470726,SUBS,NONE,BEECH,58P,6,2,,N,4128,1980,325,FINJ,REC,Continental
1852,2014,USA,DAYL,0,1600,2,64,59,3,0,1,0,0,1,29.320755,-98.470726,SUBS,NONE,BEECH,58P,6,2,,N,4128,1980,325,FINJ,REC,Continental
1935,2015,USA,DAYL,0,0,10,57,27,5,0,2,0,0,0,35.140277,-111.669166,SUBS,NONE,BEECH,A36TC,6,1,3,N,8800,1980,300,FINJ,REC,Continental
0,2015,USA,DAYL,0,0,10,64,48,7,0,2,0,0,0,48.44889,-111.971946,SUBS,NONE,ENSTROM,F28 - C,3,1,1378,N,,1980,,,REC,Lycoming
1936,2015,USA,DAYL,0,0,10,79,63,9,21,3,2,1,0,30.667778,-89.094718,DEST,GRD,BELL HELICOPTER TEXTRON,206 L-1,7,1,5,N,,1980,650,FINJ,TS,Allison
506,2015,USA,NDRK,0,200,0.5,55,55,6,0,7,7,0,0,40.496112,-88.868057,SUBS,GRD,CESSNA,414A,7,2,43,N,8000,1980,325,FINJ,REC,Continental Motors
506,2015,USA,NDRK,0,200,0.5,55,55,6,0,7,7,0,0,40.496112,-88.868057,SUBS,GRD,CESSNA,414A,7,2,43,N,8000,1980,325,FINJ,REC,Continental Motors
2230,2015,USA,DAYL,0,0,10,81,55,7,0,1,0,0,0,38.944721,-76.773056,SUBS,NONE,CESSNA,172P,4,1,12,N,2420,1980,160,CARB,REC,LYCOMING
1740,2015,USA,DAYL,0,0,10,90,34,4,0,1,1,0,0,33.588611,-114.666114,DEST,NONE,AYRES CORPORATION,S2R T34,,1,,N,,1980,750,FINJ,TP,P&W CANADA
2045,2015,USA,DAYL,0,0,10,84,70,3,0,2,0,0,0,45.141387,-93.209999,SUBS,NONE,CESSNA,172RG,4,1,122,N,4855,1980,180,,REC,LYCOMING
1600,2015,USA,DAYL,0,0,10,72,57,9,14,1,0,0,0,46.739166,-93.918052,SUBS,NONE,CESSNA,A185F,4,1,,N,,1980,300,FINJ,REC,Continental
1306,2015,USA,DAYL,0,0,10,77,68,3,0,1,0,1,0,38.743888,-77.549163,SUBS,NONE,PIPER,PA 28-161,4,1,,N,3715,1980,160,CARB,REC,LYCOMING
600,2015,USA,NDRK,0,300,1.75,64,63,3,0,1,1,0,0,46.100833,-67.804443,DEST,NONE,PIPER,PA44,,2,,N,5015,1980,180,CARB,REC,Lycoming
600,2015,USA,NDRK,0,300,1.75,64,63,3,0,1,1,0,0,46.100833,-67.804443,DEST,NONE,PIPER,PA44,,2,,N,5015,1980,180,CARB,REC,Lycoming
1817,2015,USA,DAYL,0,5000,10,90,63,4,0,1,0,0,1,37.009723,-85.102775,SUBS,NONE,PIPER,PA 28RT-201,4,1,,N,,1980,200,FINJ,REC,LYCOMING
1630,2015,USA,DAYL,0,0,10,73,64,13,0,2,0,0,0,40.7975,-99.754722,SUBS,NONE,PIPER,PA 28-181,4,1,,N,,1980,180,CARB,REC,LYCOMING
2120,2015,USA,DAYL,0,0,10,64,32,9,0,2,0,0,0,39.370555,-101.69889,SUBS,NONE,MAULE,M5,4,1,,N,5499,1980,210,CARB,REC,Lycoming
1600,2015,USA,DAYL,0,2900,10,55,45,18,25,1,0,0,0,38.830833,-94.890274,SUBS,GRD,PIPER,PA-28-181,4,1,,N,,1980,180,CARB,REC,LYCOMING
1516,2015,USA,DAYL,0,400,3,61,59,10,0,2,2,0,0,30.904722,-84.445831,DEST,GRD,CESSNA,441,11,2,91,Y,4000,1980,715,,TP,Garrett Research
1516,2015,USA,DAYL,0,400,3,61,59,10,0,2,2,0,0,30.904722,-84.445831,DEST,GRD,CESSNA,441,11,2,91,Y,4000,1980,715,,TP,Garrett Research
1500,2015,USA,DAYL,0,1300,10,32,25,7,0,9,0,0,0,41.617221,-87.414443,SUBS,NONE,BEECH,200,11,2,,N,8859,1980,850,,TP,P&W CANADA
1500,2015,USA,DAYL,0,1300,10,32,25,7,0,9,0,0,0,41.617221,-87.414443,SUBS,NONE,BEECH,200,11,2,,N,8859,1980,850,,TP,P&W CANADA
45,2016,USA,NBRT,0,0,10,45,32,,0,2,0,2,0,33.424999,-83.46389,SUBS,NONE,CESSNA,152,2,1,,N,,1980,110,CARB,REC,LYCOMING
1500,2016,USA,DAYL,0,7000,5,19,16,19,0,1,0,0,0,46.920555,-96.815834,SUBS,NONE,CESSNA,441,9,2,,N,9001,1980,0,,TP,HONEYWELL
1500,2016,USA,DAYL,0,7000,5,19,16,19,0,1,0,0,0,46.920555,-96.815834,SUBS,NONE,CESSNA,441,9,2,,N,9001,1980,1000,,TP,HONEYWELL
1730,2016,USA,DAYL,0,0,10,75,32,14,0,3,0,1,2,30.773889,-96.454444,SUBS,NONE,CESSNA,P210N,6,1,20,N,,1980,310,FINJ,REC,CONT MOTOR
2115,2016,USA,DAYL,0,0,10,93,28,6,16,1,0,0,0,36.210556,-115.193611,SUBS,NONE,CESSNA,172RG,4,1,41,N,5001,1980,180,CARB,REC,LYCOMING
1335,2016,USA,DAYL,0,5000,10,61,41,6,0,4,4,0,0,34.29111,-88.765274,DEST,BOTH,BEECH,A36TC,6,1,,Y,7150,1980,300,FINJ,REC,Continental
1800,2016,USA,DAYL,0,0,10,72,46,7,15,1,0,0,1,35.722499,-119.2275,SUBS,NONE,BEECH,C23,,1,,,,1980,180,CARB,REC,LYCOMING
2215,2016,USA,DAYL,0,1400,10,64,54,10,18,2,2,0,0,34.322776,-119.149169,DEST,GRD,MOORE JOSEPH O,VARIEZE,,1,,N,,1980,100,CARB,REC,CONT MOTOR
2250,2016,USA,DAYL,0,0,10,90,28,7,0,3,0,0,0,37.327777,-118.397224,SUBS,NONE,BELL,206,7,1,149,N,,1980,650,,TS,ALLISON
1230,2016,USA,DAYL,0,300,1,63,63,,0,2,2,0,0,40.842777,-77.842498,DEST,GRD,PIPER,PA31,,2,44,N,6701,1980,325,FINJ,REC,LYCOMING
1230,2016,USA,DAYL,0,300,1,63,63,,0,2,2,0,0,40.842777,-77.842498,DEST,GRD,PIPER,PA31,,2,44,N,6701,1980,325,FINJ,REC,LYCOMING
1600,2016,USA,DAYL,0,0,10,75,61,8,0,2,0,0,0,39.141944,-96.668891,SUBS,NONE,CESSNA,172RG,4,1,,Y,7000,1980,180,,REC,LYCOMING
1430,2016,USA,DAYL,0,9000,10,82,73,,0,1,0,0,0,33.201389,-97.198059,SUBS,NONE,CESSNA,152,2,1,,N,7002,1980,110,CARB,REC,LYCOMING
1405,2016,USA,DAYL,0,0,10,63,57,,0,1,0,0,1,46.319721,-120.05722,DEST,GRD,BELL,206,1,1,,N,,1980,380,,TS,Rolls Royce
1900,2016,USA,DAYL,0,0,4,64,66,,0,2,0,0,0,44.657222,-93.778892,SUBS,NONE,CESSNA,152,2,1,,Y,2546,1980,110,CARB,REC,LYCOMING
2305,2016,USA,DAYL,0,0,10,88,73,5,0,2,1,1,0,39.549446,-87.369163,SUBS,NONE,CESSNA,172N,4,1,48,Y,3557,1980,160,CARB,REC,Lycoming
2125,2016,USA,DAYL,0,0,7,73,63,8,0,2,0,0,2,33.354442,-117.250556,SUBS,NONE,CESSNA,182,4,1,,Y,2160,1980,240,CARB,REC,CONT MOTOR
1600,2016,USA,DAYL,0,0,10,61,50,5,0,4,0,0,0,48.074443,-113.24028,SUBS,NONE,CESSNA,310R,5,2,,N,3200,1980,0,,REC,CONT MOTOR
1600,2016,USA,DAYL,0,0,10,61,50,5,0,4,0,0,0,48.074443,-113.24028,SUBS,NONE,CESSNA,310R,5,2,,N,3200,1980,0,,REC,CONT MOTOR
1756,2016,USA,DAYL,0,7500,10,63,41,3,0,1,0,0,1,48.649723,-120.501945,SUBS,NONE,DORMAIER MONTE R,BABY GREAT LAKES,1,1,,N,3150,1980,100,CARB,REC,Lycoming
1630,2016,USA,DAYL,0,0,10,70,30,10,0,2,2,0,0,40.559444,-74.990554,SUBS,NONE,MOONEY,M20J,4,1,,N,2900,1980,200,FINJ,REC,Lycoming
2230,2016,USA,DAYL,0,0,10,72,52,5,0,1,1,0,0,39.235553,-77.13639,DEST,GRD,CESSNA,172,4,1,,N,2000,1980,180,FINJ,REC,LYCOMING
2100,2016,USA,DAYL,0,0,10,77,61,6,0,4,0,0,2,39.07611,-77.556945,SUBS,NONE,CESSNA,182,4,1,,N,5500,1980,0,,REC,CONT MOTOR
