ev_time,ev_year,ev_country,light_cond,sky_nonceil_ht,sky_ceil_ht,vis_sm,wx_temp,wx_dew_pt,wind_vel_kts,gust_kts,inj_tot_t,inj_tot_f,inj_tot_s,inj_tot_m,dec_latitude,dec_longitude,damage,acft_fire,acft_make,acft_model,total_seats,num_eng,afm_hrs_last_insp,second_pilot,rwy_len,acft_year,power_units,carb_fuel_injection,eng_type,eng_mfgr
1735,2011,USA,DAYL,4500,20000,7,77,55,13,0,3,1,0,0,42.608333,-82.835556,,NONE,BOEING,A75N1(PT17),2,1,37,N,,,225,CARB,REC,Continental Motors
1735,2011,USA,DAYL,4500,20000,7,77,55,13,0,3,1,0,0,42.608333,-82.835556,,NONE,SCHWEIZER,HUGHES 269C,3,1,13,N,,,190,FINJ,REC,LYCOMING
1728,2011,USA,DAYL,4500,5500,10,73,54,10,17,3,0,0,0,28.639999,-81.650001,,NONE,CESSNA,560XL,11,2,,Y,,,4119,,TF,P&W CANADA
1728,2011,USA,DAYL,4500,5500,10,73,54,10,17,3,0,0,0,28.639999,-81.650001,,NONE,CESSNA,560XL,11,2,,Y,,,4119,,TF,P&W CANADA
1900,2011,USA,DAYL,4500,0,10,55,36,9,0,1,0,0,0,40.808612,-80.163055,SUBS,NONE,MAULE,MX-7-180C,5,1,15,N,4933,,180,CARB,REC,Lycoming
1700,2012,USA,DAYL,4500,6000,20,97,0,,0,2,0,1,1,38.837223,-86.440551,SUBS,NONE,BELLANCA,7GCAA,2,1,9,N,3089,,150,CARB,REC,LYCOMING
1910,2012,USA,DAYL,4500,0,10,91,72,25,34,1,0,0,1,29.069723,-81.280555,SUBS,NONE,CESSNA,152,2,1,2,N,4301,,110,CARB,REC,LYCOMING
2230,2012,USA,DAYL,4500,0,10,86,72,,0,1,0,0,1,36.321945,-87.150558,SUBS,NONE,HOLLOMAN L B/HOLLOMAN E M,SONEX,2,1,4,N,3200,,120,CARB,REC,Jabiru
1921,2012,BR,DAYL,4500,0,10,88,57,9,0,3,0,1,1,-23.618055,-46.654724,SUBS,NONE,CESSNA,525B,,2,,Y,,,,,,
2050,2012,USA,DAYL,4500,0,10,72,48,6,0,2,0,0,0,35.801109,-83.984443,SUBS,NONE,BEECH,F90,8,2,,Y,,,750,,TP,Pratt and Whitney Canada
2050,2012,USA,DAYL,4500,0,10,72,48,6,0,2,0,0,0,35.801109,-83.984443,SUBS,NONE,BEECH,F90,8,2,,Y,,,715,,TP,U/A CANADA
1900,2013,USA,DAYL,4500,25000,20,90,64,10,16,2,0,0,0,28.168888,-81.817779,SUBS,NONE,FRANKE RUSSELL J,SEAREY,2,1,65,N,,,100,CARB,REC,Rotax
0,2013,USA,DAYL,4500,0,10,70,0,10,0,1,0,0,0,41.691112,-93.56639,SUBS,NONE,CESSNA,172S,4,1,,N,5500,,180,,REC,LYCOMING
1043,2013,SZ,DAYL,4500,0,6.199999809,52,37,4,0,,0,0,0,,,,NONE,,,,,,Y,,,,,,
2045,2013,USA,DAYL,4500,0,10,88,61,4,0,2,0,0,0,35.738056,-78.920829,SUBS,NONE,CESSNA,172E,4,1,,N,1950,,145,CARB,REC,CONT MOTOR
1947,2021,USA,DAYL,4400,18000,10,84,63,5,0,1,1,0,0,32.500874,-93.858316,DEST,NONE,John M Corneal,Sub-Sonex,1,1,43,N,,2017,,,,
1800,2022,USA,DAYL,4400,0,10,81,61,15,21,1,0,0,0,30.4602,-97.9883,SUBS,NONE,Searay,LSX,2,1,,,,2013,,,,
100,2020,USA,NITE,4400,0,10,81,52,6,13,2,2,0,0,32.884998,-79.775833,DEST,NONE,Arion Aircraft LLC,Lightning LS-1,2,1,,Y,3700,2009,120,CARB,REC,JABIRU
1800,2015,USA,DAYL,4400,5000,10,73,48,3,0,2,0,0,0,44.316665,-73.25,SUBS,NONE,BROWN JAMES W,ZENITH STOL CH 750,2,,,N,1200,2008,100,CARB,REC,Continental
2330,2018,USA,DAYL,4400,7500,10,79,66,7,0,1,0,0,1,36.348331,-94.219169,SUBS,NONE,Aviat,A1,2,1,,N,4426,2006,200,FINJ,REC,Lycoming
1635,2018,USA,DAYL,4400,0,10,39,21,9,0,2,0,0,0,42.470275,-71.289718,SUBS,NONE,CESSNA,172,4,1,,N,7011,2005,,FINJ,REC,LYCOMING
2130,2018,USA,DAYL,4400,9000,6,61,45,7,0,1,0,0,0,47.505279,-122.219444,SUBS,NONE,AVIAT AIRCRAFT INC,A 1,2,1,,N,5000,2003,180,CARB,REC,LYCOMING
130,2012,USA,DAYL,4400,0,10,70,55,,0,2,0,0,0,45.379131,-122.229705,SUBS,NONE,INTERPLANE,SKYBOY EX,2,1,4.5,N,2115,2001,65,CARB,REC,ROTAX
1545,2014,USA,DAYL,4400,0,10,81,70,,0,1,0,0,1,41.550014,-84.759254,SUBS,NONE,MAULE,MT 7-235,,1,38,N,1200,1998,235,FINJ,REC,LYCOMING
102,2020,USA,DUSK,4400,7000,10,79,70,7,0,1,0,0,0,29.533958,-98.469057,SUBS,NONE,SWEARINGEN,SA227,3,2,,N,5519,1987,,,,
1808,2017,USA,DAYL,4400,11000,10,81,75,6,0,7,0,0,0,15.117777,145.726104,SUBS,NONE,PIPER,PA 31,10,2,,N,7001,1980,350,FINJ,REC,LYCOMING
1808,2017,USA,DAYL,4400,11000,10,81,75,6,0,7,0,0,0,15.117777,145.726104,SUBS,NONE,PIPER,PA 31,10,2,,N,7001,1980,350,FINJ,REC,LYCOMING
441,2016,USA,NDRK,4400,0,10,75,70,14,23,2,2,0,0,21.099721,-156.792221,DEST,GRD,HUGHES,369,2,1,17,N,,1979,450,,TS,Rolls Royce Corporation
1643,2020,USA,DAYL,4400,0,10,36,12,13,25,2,0,0,0,40.524444,-74.598306,SUBS,NONE,CESSNA,172,4,1,77,Y,3507,1978,160,CARB,REC,Lycoming
1730,2021,USA,DAYL,4400,18000,10,93,75,5,0,1,0,0,0,29.079762,-81.04711,SUBS,NONE,ENSTROM HELICOPTER CORP,280C,3,1,,N,,1978,,,,
1820,2017,USA,DAYL,4400,0,10,84,64,5,0,1,0,0,0,32.351665,-91.027778,SUBS,NONE,HUGHES,269C,3,1,20,N,,1977,190,FINJ,REC,Lycoming
2330,2017,USA,DAYL,4400,0,10,66,45,5,0,1,0,0,0,45.079444,-122.927223,SUBS,NONE,CESSNA,A188,1,1,,N,2290,1976,300,FINJ,REC,Continental
1905,2020,USA,DAYL,4400,0,10,91,72,4,0,2,0,0,0,27.987499,-82.01889,SUBS,NONE,Cessna,177RG,4,1,,N,,1975,200,FINJ,REC,Lycoming
15,2022,USA,DAYL,4400,6000,10,82,73,7,0,2,0,0,0,40.69,-97.22,SUBS,NONE,CESSNA,172M,4,1,,,,1975,,,,
1930,2014,USA,DAYL,4400,0,10,54,36,9,15,1,0,0,0,35.884998,-83.957496,SUBS,NONE,CESSNA,172M,4,1,40,N,2100,1974,160,CARB,REC,LYCOMING
2207,2022,USA,DAYL,4400,7500,10,61,45,5,0,3,1,0,0,35.773983,-80.315802,DEST,GRD,BEECH,58,6,2,,N,5004,1972,,,,
1625,2021,USA,DAYL,4400,0,10,93,73,4,0,6,0,0,0,32.336325,-96.666465,SUBS,NONE,CESSNA,182N,4,1,,,,1969,,,,
1650,2018,USA,DAYL,4400,0,10,88,66,5,0,1,0,0,0,42.02222,-70.837219,SUBS,NONE,Cessna,182,1,1,69,N,1760,1968,235,CARB,REC,Continental
1651,2022,USA,DAYL,4400,0,10,86,68,7,0,8,1,2,0,25.900583,-80.124667,SUBS,GRD,CESSNA,172H,4,1,,N,,1966,,,,
2230,2018,USA,DAYL,4400,0,6,82,70,4,0,1,0,1,0,35.985553,-85.809165,SUBS,NONE,Piper,PA 24-180,4,1,0,N,4257,1964,180,CARB,REC,Lycoming
1935,2012,USA,DAYL,4400,0,10,91,73,4,0,2,0,0,0,31.035554,-82.750831,SUBS,NONE,BEECH,95-A55,4,2,100,N,,1962,260,FINJ,REC,CONT MOTOR
1935,2012,USA,DAYL,4400,0,10,91,73,4,0,2,0,0,0,31.035554,-82.750831,SUBS,NONE,BEECH,95-A55,4,2,100,N,,1962,260,FINJ,REC,CONT MOTOR
1805,2018,USA,DAYL,4400,0,10,90,72,11,17,1,0,1,0,27.411666,-82.154167,SUBS,NONE,Champion,7FC,2,1,,N,,1959,100,CARB,REC,CMI
2200,2021,USA,DAYL,4400,0,10,81,64,13,0,2,0,0,0,42.66739,-85.35251,SUBS,NONE,AERONCA,15AC,4,1,,Y,,1948,145,CARB,REC,Continental
1800,2022,USA,DAYL,4400,0,10,91,73,6,0,2,0,0,0,33.92782,-81.59204,SUBS,NONE,STINSON,108,4,1,6,N,,1947,,,,
2000,2008,USA,DAYL,4400,0,10,88,66,15,26,1,0,0,0,41.534999,-87.529441,SUBS,NONE,Cessna,195,5,1,,N,4002,,300,CARB,REC,Jacobs
2100,2008,USA,DAYL,4400,0,10,75,55,8,0,1,0,0,0,37.665832,-97.073333,SUBS,NONE,PIPER,PA-32R-300,7,1,,N,4199,,310,FINJ,REC,LYCOMING
1330,2008,USA,DAYL,4400,4400,10,34,30,9,0,5,5,0,0,29.655,-93.948333,DEST,NONE,BELL,206L-4,7,1,29,N,,,650,,TS,Allison
2030,2009,USA,DAYL,4400,8000,10,45,27,8,0,14,14,0,0,45.95,-112.483329,SUBS,GRD,PILATUS,PC-12/45,10,1,,N,9001,,1200,FINJ,TP,P & W Canada
2025,2009,USA,DAYL,4400,0,10,82,68,7,0,1,1,0,0,38.409828,-87.769996,SUBS,NONE,LUSCOMBE,8C,2,1,,N,,,85,FINJ,REC,Continental
1655,2009,USA,DAYL,4400,6500,10,64,48,9,0,1,0,0,1,39.857498,-76.205558,SUBS,NONE,SCHWEIZER,269C,3,1,,N,,,260,,REC,LYCOMING
2000,2010,USA,DAYL,4400,0,10,95,79,7,0,2,0,0,0,26.794721,-80.695831,SUBS,NONE,CESSNA,150M,2,1,,Y,4116,,100,CARB,REC,CONT MOTOR
1315,2010,USA,DAYL,4400,0,10,81,57,15,21,2,0,0,0,46.189907,-94.569602,SUBS,NONE,CESSNA,175,4,1,,N,,,180,CARB,REC,Lycoming
1930,2010,USA,DAYL,4400,0,10,86,64,4,0,1,0,0,1,40.793056,-90.004722,SUBS,NONE,AIR TRACTOR,AT-602,2,1,,N,,,750,,TP,P&W
2230,2010,USA,DAYL,4400,0,10,48,37,6,0,1,0,0,0,45.258888,-122.938888,SUBS,NONE,Moyes Bailey,Microlite,2,1,,N,,,65,CARB,REC,Rotax
2032,2011,USA,DAYL,4400,11000,10,73,61,13,17,2,0,2,0,41.663055,-79.403335,SUBS,NONE,Carothers,Zenith CH701,2,1,,N,830,,100,CARB,REC,Volkswagen
1832,2011,USA,DAYL,4400,5000,9,82,63,5,0,2,1,1,0,41.338611,-72.508056,SUBS,NONE,PIPER,PA-24-250,4,1,41,N,,,250,CARB,REC,LYCOMING
1930,2013,USA,DAYL,4400,0,10,86,64,12,17,2,0,0,1,28.166666,-81.483886,SUBS,NONE,MAXFLY INC/MCKAY WM,SEAREY,2,1,,N,,,115,CARB,REC,ROTAX
1740,2013,USA,DAYL,4400,4400,10,48,30,6,0,2,0,0,0,41.365833,-114.998336,SUBS,NONE,BELL,206B,5,1,67,N,,,420,,TS,ROLLS-ROYC
2120,2013,USA,DAYL,4400,0,10,84,68,,0,3,0,0,0,35.825553,-90.641113,SUBS,NONE,BELL,206 - L4,4,1,154,N,,,650,,TS,Rolls Royce
1809,2013,USA,DAYL,4400,4400,10,88,70,6,0,1,0,0,1,34.276943,-88.769996,SUBS,NONE,BEECH,A36,6,1,24,N,6502,,285,FINJ,REC,CONT MOTOR
1919,2013,USA,DAYL,4400,5000,10,81,64,4,0,1,0,0,1,43.090557,-73.909446,SUBS,NONE,CONSOLIDATED AERONAUTICS INC,LAKE MODEL 250,4,1,12,N,,,250,FINJ,REC,Lycoming
1810,2020,USA,DAYL,4300,0,10,82,63,6,0,2,0,0,1,41.657222,-74.077224,SUBS,NONE,DAKOTA,S18-160,2,1,,N,2800,2019,180,CARB,REC,Lycoming
2355,2020,USA,DAYL,4300,0,10,72,43,4,0,1,0,0,0,65.991028,-144.54469,SUBS,NONE,Air Tractor,AT802,,1,,N,,2017,,FINJ,TP,Pratt & Whitney
1723,2016,USA,DAYL,4300,4300,10,14,-2,13,24,1,0,0,0,45.112499,-87.625,SUBS,NONE,ENSTROM,TH-180,2,1,,N,5100,2015,210,FINJ,REC,Lycoming
1845,2014,USA,DAYL,4300,6000,10,75,61,5,0,2,0,0,0,38.521667,-77.861114,SUBS,NONE,CUB CRAFTERS INC,CC11 100,2,1,,Y,5000,2013,100,CARB,REC,Continental
2130,2022,USA,DAYL,4300,0,10,45,28,5,0,1,0,0,0,46.7841,-93.3252,SUBS,NONE,Zenith Aircraft Company,CH 750,2,1,4,N,,2010,100,CARB,REC,Continental
1945,2019,USA,DAYL,4300,7000,0.75,79,73,17,28,2,0,0,2,40.924446,-85.017219,SUBS,NONE,Cirrus,SR22,4,1,,N,,2009,310,FINJ,REC,Continental
1545,2019,USA,DAYL,4300,0,10,72,57,8,0,1,0,0,0,47.29,-101.580833,SUBS,NONE,FISHER FLYING PRODUCTS,Super Koala,2,1,,N,4999,2008,50,CARB,REC,Rotax
1750,2014,USA,DAYL,4300,0,10,70,52,6,0,1,1,0,0,26.646667,-80.294998,DEST,NONE,WILLIAMS CHRISTOPHER T,SONEX,2,1,,N,4000,2007,80,CARB,REC,Volkswagon
1330,2019,USA,DAYL,4300,0,10,68,63,13,0,1,0,0,1,47.649166,-99.629165,SUBS,NONE,Robinson,R44,4,1,,N,,2007,260,FINJ,REC,Lycoming
1507,2021,USA,DAYL,4300,25000,10,50,43,,0,2,1,1,0,35.833803,-83.860189,DEST,GRD,CIRRUS DESIGN CORP,SR22,4,1,,N,9000,2007,,,,
2133,2020,USA,DAYL,4300,0,10,75,66,6,0,1,0,1,0,26.858904,-82.250228,SUBS,NONE,J&J Ultralights,Sea-Wing,2,1,2,,,2006,64,CARB,REC,Rotax
1720,2021,USA,DAYL,4300,0,10,84,73,9,0,2,0,1,1,37.071389,-87.759722,SUBS,NONE,ROBINSON HELICOPTER COMPANY,R44 II,4,1,52.5,Y,,2006,,,,
1815,2015,USA,DAYL,4300,0,8,81,57,4,0,1,0,0,0,33.875556,-84.30194,SUBS,NONE,CIRRUS DESIGN CORP,SR22,4,1,80,N,3746,2001,310,FINJ,REC,CONT MOTOR
2316,2019,USA,DAYL,4300,6000,10,55,45,,0,1,1,0,0,61.575832,-149.53166,SUBS,NONE,Bradshaw / McCauley,Giles G-202,2,1,,N,3700,1998,200,FINJ,REC,Lycoming
1930,2020,USA,DAYL,4300,0,10,91,73,8,0,1,0,0,1,28.929167,-81.930833,SUBS,NONE,Watson Michael A,Velocity Elite RG,4,1,2,N,,1997,210,CARB,REC,Franklin
1810,2015,USA,DAYL,4300,5500,10,93,72,7,0,2,0,0,0,26.685556,-80.092781,SUBS,NONE,CANADAIR,CL-600-2B16,13,2,,Y,,1992,8500,,TF,GE
1810,2015,USA,DAYL,4300,5500,10,93,72,7,0,2,0,0,0,26.685556,-80.092781,SUBS,NONE,CANADAIR,CL-600-2B16,13,2,,Y,,1992,8500,,TF,GE
1700,2016,USA,DAYL,4300,0,10,79,61,5,0,2,0,0,0,38.29972,-75.887222,SUBS,NONE,BEECH,F33,4,1,,N,,1990,300,FINJ,REC,Continental
2145,2019,USA,DAYL,4300,0,10,1,-2,3,0,4,0,0,0,42.582221,-110.108886,SUBS,NONE,Mitsubishi,MU2B,10,2,,N,6803,1980,715,,TP,Honeywell
2145,2019,USA,DAYL,4300,0,10,1,-2,3,0,4,0,0,0,42.582221,-110.108886,SUBS,NONE,Mitsubishi,MU2B,10,2,,N,6803,1980,715,,TP,Honeywell
2035,2020,USA,DAYL,4300,11000,10,93,70,6,0,2,0,0,1,29.521389,-95.242225,SUBS,NONE,Cessna,172,4,1,,Y,4313,1980,160,CARB,REC,Lycoming
2000,2016,USA,DAYL,4300,0,10,27,7,15,37,1,0,0,1,37.646945,-75.762222,DEST,GRD,PIPER,PA32RT,6,1,,N,5000,1979,300,FINJ,REC,Lycoming
1920,2018,USA,DAYL,4300,0,10,90,73,7,0,2,0,0,0,38.514999,-89.09111,SUBS,NONE,Piper,PA44,4,2,,Y,5001,1979,180,CARB,REC,Lycoming
1920,2018,USA,DAYL,4300,0,10,90,73,7,0,2,0,0,0,38.514999,-89.09111,SUBS,NONE,Piper,PA44,4,2,,Y,5001,1979,180,CARB,REC,Lycoming
1900,2018,USA,DAYL,4300,0,10,90,70,11,0,2,0,1,0,28.405834,-81.837776,MINR,NONE,Grob,G103 TWIN ASTIR,2,0,,Y,3000,1979,,,,
2100,2015,USA,DAYL,4300,0,10,82,66,7,0,1,0,0,0,42.425834,-94.961669,SUBS,NONE,GRUMMAN,G 164B,,,,,,1977,,,REC,P&W
2149,2021,USA,DAYL,4300,5000,10,46,39,,0,2,0,0,0,47.10392,-122.2872,SUBS,NONE,CESSNA,R182,4,1,75.59999847,Y,3651,1977,235,CARB,REC,LYCOMING
1828,2021,USA,DAYL,4300,0,10,82,66,,0,2,1,1,0,27.989563,-81.99518,DEST,GRD,BEECH,A36,6,1,,Y,,1976,,,,
2130,2020,USA,DAYL,4300,0,10,46,28,6,11,2,0,0,0,35.555557,-87.180831,SUBS,NONE,Piper,PA28,4,1,60,Y,1811,1973,140,CARB,REC,Lycoming
2145,2014,USA,DAYL,4300,0,10,90,70,16,24,1,0,0,0,32.669445,-97.237777,SUBS,NONE,CESSNA,A188,1,1,,N,,1968,300,FINJ,REC,Continental Motors Inc
0,2017,USA,DAYL,4300,6000,10,18,18,5,0,3,0,0,0,61.220001,-152.160003,SUBS,NONE,CESSNA,180,4,1,,N,,1959,230,CARB,REC,CONT MOTOR
2014,2017,USA,DAYL,4300,0,10,75,57,10,0,2,0,0,0,38.5125,-121.493331,SUBS,NONE,CESSNA,210,4,1,10,Y,5503,1959,260,FINJ,REC,CMI
300,2016,USA,NITE,4300,6500,10,50,43,13,23,1,0,0,0,61.104442,-151.37416,SUBS,NONE,PIPER,PA 20,4,1,,N,,1951,150,CARB,REC,LYCOMING
1700,2013,USA,DAYL,4300,4300,10,66,61,5,0,1,0,0,1,40.764167,-75.604721,SUBS,NONE,CESSNA,305A,2,1,19,N,2455,1950,213,CARB,REC,CONT MOTOR
1930,2018,USA,DAYL,4300,0,10,88,72,5,0,1,0,0,1,36.772777,-77.793891,SUBS,NONE,Luscombe,8,2,1,,N,3020,1948,90,CARB,REC,Continental
1436,2008,USA,DAYL,4300,6000,10,68,46,13,0,2,1,1,0,39.683334,-84.25,DEST,NONE,HELTON,LARK 95,1,1,,N,3500,,95,CARB,REC,CONT MOTOR
1617,2008,USA,DAYL,4300,0,10,90,72,9,0,2,2,0,0,31.567222,-87.383613,SUBS,NONE,Colyaer SL,Freedom S100,2,1,,N,,,100,CARB,REC,Rotax
1915,2009,USA,DAYL,4300,7000,10,64,46,11,0,4,0,0,0,30.562221,-84.306945,SUBS,NONE,PIPER,PA-18 -150,2,1,,N,3800,,150,CARB,REC,Lycoming
1755,2009,USA,DAYL,4300,0,10,68,50,,0,1,0,0,0,39.417499,-77.374443,SUBS,GRD,CESSNA,208,10,1,6,N,5220,,600,FINJ,TP,Pratt and Whitney Canada
1600,2009,USA,DAYL,4300,0,10,86,73,5,0,1,0,1,0,33.75,-90.300003,SUBS,NONE,AIR TRACTOR,AT502,1,1,,N,2000,,750,FINJ,TP,PRATT AND WHITNEY
1854,2009,USA,DAYL,4300,0,10,73,55,7,0,2,0,0,2,42.470554,-93.269721,SUBS,NONE,CESSNA,182J,4,1,,N,4001,,230,CARB,REC,CONT MOTOR
1854,2009,USA,DAYL,4300,0,10,73,55,7,0,2,0,0,2,42.470554,-93.269721,SUBS,NONE,MOONEY,M20C,4,1,,N,4001,,180,CARB,REC,LYCOMING
1930,2009,USA,DAYL,4300,0,10,84,63,4,0,2,0,0,0,34.909442,-81.953887,SUBS,NONE,CESSNA,180,4,1,,N,,,230,CARB,REC,Teledyne Continental Motors
1930,2009,USA,DAYL,4300,0,10,84,63,4,0,2,0,0,0,34.909442,-81.953887,SUBS,NONE,BEECH,J35,5,1,,,,,260,,REC,CONT MOTOR
2020,2009,USA,DAYL,4300,5000,10,66,52,18,24,1,0,0,0,42.2,-83.733329,SUBS,NONE,SOCATA,TBM 700,6,1,,N,3500,,750,,TP,P&W
1800,2009,USA,DAYL,4300,0,10,90,72,7,0,2,0,0,0,27.191944,-81.837219,SUBS,NONE,LUSCOMBE,8A,2,1,19,N,3700,,65,CARB,REC,CONT MOTOR
1920,2010,USA,DAYL,4300,6000,6,68,55,14,30,2,0,0,0,39.345275,-81.439163,SUBS,NONE,PIPER,PA 46-350P,6,1,124,N,6781,,350,FINJ,REC,LYCOMING
2015,2010,USA,DAYL,4300,5000,10,36,21,14,27,3,0,0,0,41.165279,-111.998886,SUBS,NONE,BELL,407,7,1,29,N,,,250,,TS,ALLISON
2015,2011,USA,DAYL,4300,0,8,86,66,8,16,2,0,0,0,41.993057,-86.128334,SUBS,NONE,BEECH,B24R,4,1,,Y,4700,,180,,REC,LYCOMING
2000,2011,USA,DAYL,4300,5000,10,73,57,7,0,1,0,1,0,43.849445,-82.306663,SUBS,NONE,CESSNA,150F,2,1,,N,,,100,CARB,REC,CONT MOTOR
1803,2011,USA,DAYL,4300,6500,10,64,46,11,17,1,1,0,0,37.006942,-85.902778,SUBS,GRD,HERONIMUS KEVIN A,GLASAIR III,2,1,,N,,,400,FINJ,REC,Chevy
2130,2011,USA,DUSK,4300,6500,10,46,34,5,20,1,1,0,0,43.86861,-68.890556,SUBS,NONE,CESSNA,207A,2,1,32,N,1700,,300,FINJ,REC,CONT MOTOR
1930,2012,USA,DAYL,4300,4300,10,81,61,5,0,1,0,0,0,26.770555,-80.035278,SUBS,NONE,PIPER,PA-31-310,8,2,,N,,,310,FINJ,REC,LYCOMING
1930,2012,USA,DAYL,4300,4300,10,81,61,5,0,1,0,0,0,26.770555,-80.035278,SUBS,NONE,PIPER,PA-31-310,8,2,,N,,,310,FINJ,REC,LYCOMING
1947,2012,USA,DAYL,4300,4300,10,88,70,6,0,2,0,0,0,35.019721,-79.188056,SUBS,NONE,CESSNA,208B,12,1,60,Y,3402,,850,,TP,Pratt & Whitney
2015,2012,USA,DAYL,4300,0,10,72,45,8,23,2,0,0,0,47.871387,-121.995277,SUBS,NONE,PIPER,PA-28R-200,4,1,5,Y,,,200,FINJ,REC,Lycoming
1810,2013,USA,DAYL,4300,4300,10,46,36,4,0,2,0,0,0,48.752777,-122.474998,SUBS,NONE,CESSNA,150,2,1,24,Y,6900,,100,CARB,REC,Continental
1720,2013,USA,DAYL,4300,0,10,30,12,18,23,1,0,0,0,43.669998,-90.232498,SUBS,NONE,CESSNA,172,4,1,,N,2740,,145,CARB,REC,Continental
30,2013,USA,NDRK,4300,0,10,75,66,5,0,2,2,0,0,41.724723,-75.693054,DEST,GRD,CESSNA,T-50,5,2,,Y,2185,,245,CARB,REC,JACOBS
30,2013,USA,NDRK,4300,0,10,75,66,5,0,2,2,0,0,41.724723,-75.693054,DEST,GRD,CESSNA,T-50,5,2,,Y,2185,,245,CARB,REC,JACOBS
1854,2020,USA,DAYL,4273,10773,10,84,50,10,16,2,2,0,0,40.779167,-111.89583,DEST,GRD,KOSTRAZEWA ANDRE,Sonex Light Sport,2,1,,Y,,2018,,CARB,REC,AEROVEE
2214,2017,USA,DAYL,4200,0,10,79,63,12,0,2,0,1,1,36.7425,-104.501663,SUBS,NONE,CIRRUS DESIGN CORP,SR22T,4,1,,N,7620,2017,315,FINJ,REC,CONT MOTOR
1830,2014,USA,DAYL,4200,0,10,93,72,5,0,1,1,0,0,29.629165,-96.059593,SUBS,NONE,JONKER SAILPLANES (PTY) LTD,JS1-C,1,1,,N,,2013,88,,TJ,M&D Flugzeugbau
2030,2016,USA,DAYL,4200,0,10,79,61,6,0,1,1,0,0,41.294998,-97.1025,SUBS,NONE,AIR TRACTOR,AT602,1,1,,N,,2011,1300,,TP,Pratt & Whitney
2035,2019,USA,DAYL,4200,0,10,84,66,7,0,1,0,0,0,38.975276,-89.142501,SUBS,NONE,Robinson,R66,4,,,N,,2011,,,TS,Rolls-Royce
2108,2021,USA,DAYL,4200,7000,10,88,73,9,0,2,0,1,0,30.9841,-92.0535,SUBS,NONE,COSTRUZIONI AERONAUTICHE TECNA,P92 ECHO CLASSIC,2,1,,N,2500,2010,100,CARB,REC,Rotax
1741,2015,USA,DAYL,4200,5000,10,82,64,10,0,1,1,0,0,30.485277,-92.600555,DEST,GRD,AIR TRACTOR INC,AT 502B,1,1,,N,,2009,750,FINJ,TP,Pratt & Whitney
1605,2016,USA,DAYL,4200,5500,10,79,61,3,0,1,0,0,0,42.356109,-83.846107,SUBS,NONE,ALONSO,CH 701,2,1,,N,,2009,100,CARB,REC,ROTAX
2020,2014,USA,DAYL,4200,6000,10,79,61,,0,1,1,0,0,36.424999,-86.484169,SUBS,GRD,EAGLE R&D INC,HELICYCLE,1,1,,N,,2008,91,,TS,Solar
2100,2021,USA,DAYL,4200,4900,10,75,57,15,19,2,0,0,1,31.3616,-96.1441,SUBS,NONE,MAULE,MT7,4,1,71.90000153,N,,2008,235,FINJ,REC,Lycoming
1921,2014,USA,DAYL,4200,0,10,28,9,5,0,4,0,0,0,44.740833,-85.587501,,NONE,CESSNA,560XL,9,2,,Y,6901,2007,4119,,TF,P&W CANADA
1921,2014,USA,DAYL,4200,0,10,28,9,5,0,4,0,0,0,44.740833,-85.587501,,NONE,CESSNA,560XL,9,2,,Y,6901,2007,4119,,TF,P&W CANADA
1753,2022,USA,DAYL,4200,0,10,86,72,12,19,1,0,0,0,39.70847,-82.60392,SUBS,NONE,EVEKTOR-AEROTECHNIK AS,SPORTSTAR,2,1,20,N,,2006,,,,
1806,2021,USA,DAYL,4200,0,10,84,64,3,0,2,0,0,0,29.090806,-81.064167,SUBS,NONE,CESSNA,172,4,1,,Y,,2005,,,,
1500,2013,USA,DAYL,4200,0,10,75,68,,0,2,0,0,2,34.812221,-83.806663,SUBS,NONE,DIAMOND AIRCRAFT IND INC,DA 40,4,1,40,N,,2004,180,FINJ,REC,CONT MOTOR
1955,2014,USA,DAYL,4200,0,10,93,73,6,0,1,1,0,0,35.704723,-88.145278,SUBS,NONE,AIR TRACTOR INC,AT-802A,1,1,,N,,1999,1220,FINJ,TP,Pratt and Whitney
1955,2014,USA,DAYL,4200,6500,7,79,61,7,0,4,0,0,0,28.973054,-88.626113,,NONE,BELL,407,7,1,,N,,1999,650,,TS,Rolls Royce
1804,2022,USA,DAYL,4200,6000,10,91,77,7,0,2,1,0,0,35.030556,-79.236667,SUBS,NONE,C A S A,212,3,2,17008.30078,Y,4250,1983,,,,
1837,2015,USA,DAYL,4200,0,10,91,73,4,0,1,1,0,0,30.111944,-96.038055,SUBS,NONE,SCHLEICHER,ASW 20,1,0,,N,,1979,,,,
1900,2018,USA,DAYL,4200,0,10,88,68,4,0,2,0,0,0,28.806388,-82.318054,SUBS,NONE,Cessna,172,4,1,,Y,5001,1979,160,CARB,REC,Lycoming
1844,2018,USA,DAYL,4200,0,10,72,57,8,0,4,0,0,0,25.909444,-80.120552,SUBS,NONE,Cessna,172,4,1,20,Y,,1978,160,CARB,REC,Lycoming
2200,2020,USA,DAYL,4200,5000,10,82,64,,0,2,0,0,0,30.118094,-82.913604,SUBS,GRD,Cessna,152,2,1,,N,2668,1977,,CARB,REC,Lycoming
2030,2016,USA,DAYL,4200,0,10,84,64,8,0,2,0,0,0,42.407222,-88.373886,SUBS,NONE,CESSNA,172,4,1,,Y,2141,1975,0,CARB,REC,LYCOMING
