ev_year,ev_month,apt_dist,ev_country,light_cond,sky_cond_nonceil,wind_vel_kts,gust_kts,altimeter,vis_sm,wx_dew_pt,inj_tot_f,inj_tot_s,inj_tot_m,acft_make,wx_temp,acft_model,acft_category,homebuilt,total_seats,num_eng,afm_hrs_last_insp,second_pilot,damage,acft_fire,acft_expl,flt_plan_filed,eng_type,eng_mfgr,eng_model,power_units,carb_fuel_injection
2010,7,1,USA,DAYL,SCAT,15,0,29.87000084,10,72,0,1,0,BEECH,77,A24R,AIR,N,6,1,,,SUBS,GRD,NONE,NONE,REC,LYCOMING,I0360-A1B1,200,FINJ
2010,7,1,USA,DAYL,,7,0,30.04000092,10,73,2,0,0,NADIG PAUL K,81,NADIG,AIR,Y,2,1,,Y,SUBS,NONE,NONE,NONE,REC,BOMBARDIER,ROTAX (ALL),65,CARB
2010,7,0,USA,DAYL,FEW,8,0,29.94000053,10,66,0,0,0,CESSNA,93,182,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,CONTINENTAL,O-470,235,CARB
2010,7,1,USA,DAYL,CLER,5,0,30.10000038,10,70,0,1,0,MULLOY CHARLES,91,ZODIAC 601XL,AIR,Y,2,1,42,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-235 SERIES,115,
2010,7,0,USA,DAYL,CLER,5,0,30.05999947,10,72,0,0,0,BEECH,91,K35,AIR,N,4,1,35,N,SUBS,NONE,NONE,NONE,REC,CONT MOTOR,IO-470C,250,FINJ
2010,7,1,USA,DAYL,CLER,7,0,29.87000084,10,45,0,0,0,SCHWEIZER,64,G-164B,AIR,N,1,1,,N,SUBS,NONE,NONE,NONE,TP,Garrett,TPE 331-6-252,600,
2010,7,0,USA,DAYL,SCAT,4,0,30.10000038,10,64,0,0,1,AIR TRACTOR,86,AT-602,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,TP,P&W,PT6A-60AG,750,
2010,7,0,USA,DAYL,CLER,,0,0,,0,0,0,0,AIR TRACTOR,0,502B,AIR,N,1,1,,,SUBS,NONE,NONE,NONE,TP,Pratt & Whitney,PT6A-34AG,,
2010,7,0,USA,DAYL,CLER,3,0,30.05999947,10,55,1,0,0,CLARK,73,RV-9A,AIR,Y,2,1,,N,SUBS,GRD,NONE,NONE,REC,AMA/EXPR,IO-320-1DA,100,FINJ
2010,7,0,USA,DAYL,SCAT,8,0,30,7,84,0,0,0,BELL,86,206,HELI,N,6,1,127,N,MINR,NONE,NONE,CVFR,TS,ALLISON,250,650,
2010,7,0,USA,DAWN,CLER,7,0,30.04000092,10,43,0,0,0,CESSNA,63,152,AIR,N,2,1,,Y,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-235 SERIES,115,CARB
2010,7,0,USA,DAYL,CLER,6,15,0,10,0,0,0,0,CESSNA,84,A185F,AIR,N,6,1,,N,SUBS,NONE,NONE,NONE,REC,CONT MOTOR,IO 520 SERIES,285,FINJ
2010,7,0,USA,DAYL,CLER,,0,30.03000069,10,70,0,0,1,"Wolseley Motors, Inc.",72,SE5-A,AIR,Y,2,1,,N,SUBS,NONE,NONE,NONE,REC,General Motors,LS-1,150,CARB
2010,7,1,USA,DAYL,,6,0,30.12000084,10,72,0,0,0,CESSNA,81,172N,AIR,N,4,1,28,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320 SERIES,180,CARB
2010,7,0,USA,DAYL,CLER,,0,30.05999947,10,75,1,0,0,Lunceford,82,Sparrowhawk II,GYRO,Y,2,1,,N,SUBS,GRD,NONE,NONE,REC,Subaru,EJ25,165,FINJ
2010,7,0,USA,DAYL,CLER,6,0,29.87999916,10,55,0,0,0,CESSNA,72,402C,AIR,N,10,2,20,N,MINR,NONE,NONE,CVFR,REC,CONT MOTOR,TSIO-520 SER,300,FINJ
2010,7,0,USA,DAYL,CLER,6,0,29.87999916,10,55,0,0,0,CESSNA,72,402C,AIR,N,10,2,20,N,MINR,NONE,NONE,CVFR,REC,CONT MOTOR,TSIO-520 SER,300,
2010,7,0,USA,DAYL,CLER,5,0,30.12000084,30,48,0,0,0,Beers,86,Tailwind 10,AIR,Y,2,1,1,N,SUBS,NONE,NONE,UNK,REC,Lycoming,O-320,160,CARB
2010,7,1,USA,DAYL,CLER,6,0,30.04000092,10,68,0,0,0,BEECH,81,F35,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,CONT MOTOR,E225 SERIES,225,
2010,7,1,USA,DAYL,UNK,,0,29.95000076,7,57,1,0,0,BEECH,66,95 55,AIR,N,6,2,6,N,SUBS,GRD,NONE,NONE,REC,Teledyne-Continental Motors,IO-520-E,285,FINJ
2010,7,1,USA,DAYL,UNK,,0,29.95000076,7,57,1,0,0,BEECH,66,95 55,AIR,N,6,2,6,N,SUBS,GRD,NONE,NONE,REC,Teledyne-Continental Motors,IO-520-E,285,FINJ
2010,7,0,USA,DAYL,FEW,5,0,30.12000084,10,73,0,0,1,GARLICK HELICOPTERS INC,79,OH-58A+,HELI,N,5,1,76,N,SUBS,NONE,NONE,NONE,TS,Allison,C250-C20C,420,
2010,7,0,USA,DAYL,CLER,12,16,29.96999931,10,57,0,1,0,PIPER,81,PA-28-180,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,Lycoming,O-360-A1D,,CARB
2010,7,0,USA,DAYL,CLER,6,0,30.09000015,10,63,0,0,0,CESSNA,81,152,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-235 SERIES,115,CARB
2010,7,0,USA,DAYL,CLER,11,16,29.87999916,9,73,0,2,0,Hawker Beechcraft,84,390,AIR,N,8,2,,N,SUBS,NONE,NONE,VFIF,TF,Williams International,FJ44-2A,2300,
2010,7,0,USA,DAYL,CLER,11,16,29.87999916,9,73,0,2,0,Hawker Beechcraft,84,390,AIR,N,8,2,,N,SUBS,NONE,NONE,VFIF,TF,Williams International,FJ44-2A,2300,
2010,7,0,USA,DUSK,SCAT,23,32,30.03000069,10,52,0,0,0,BREWSTER FLEET,84,7-220,AIR,N,2,1,10,N,SUBS,NONE,NONE,NONE,REC,Continental,W670-6N,220,CARB
2010,7,1,USA,DAYL,FEW,16,0,30.04000092,10,55,0,0,0,GULFSTREAM,81,GIV,AIR,N,12,2,,Y,SUBS,NONE,NONE,IFR,TF,Rolls Royce,TAY 611-8,13850,
2010,7,1,USA,DAYL,FEW,16,0,30.04000092,10,55,0,0,0,GULFSTREAM,81,GIV,AIR,N,12,2,,Y,SUBS,NONE,NONE,IFR,TF,Rolls Royce,TAY 611-8,13850,
2010,8,0,USA,DAYL,FEW,4,0,29.93000031,10,52,0,0,0,PIPER,55,PA-28-161,AIR,N,4,1,25,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320 SERIES,180,CARB
2010,7,0,USA,DAYL,CLER,3,0,30.01000023,10,77,0,1,0,HILLER,82,UH-12E,HELI,N,2,1,40,N,SUBS,NONE,NONE,NONE,REC,ALLISON,250 SERIES,300,FINJ
2010,7,0,USA,DAYL,SCAT,15,20,30.02000046,10,75,0,0,0,CESSNA,88,402C,AIR,N,10,2,62,N,MINR,NONE,NONE,CVFR,REC,CONT MOTOR,TSIO-520-VB,325,FINJ
2010,7,0,USA,DAYL,SCAT,15,20,30.02000046,10,75,0,0,0,CESSNA,88,402C,AIR,N,10,2,62,N,MINR,NONE,NONE,CVFR,REC,CONT MOTOR,TSIO-520 SER,300,
2010,7,1,USA,DAYL,CLER,,0,30.10000038,10,54,1,1,0,Marshall,66,CH601 HDS,AIR,Y,2,1,,Y,SUBS,NONE,NONE,UNK,REC,NSI,EA-81,,CARB
2010,7,0,USA,DAYL,CLER,12,15,29.92000008,10,54,0,0,0,CESSNA,77,172N,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320 SERIES,180,
2010,7,0,USA,DAYL,CLER,3,0,29.93000031,12,55,0,0,1,LANCAIR,75,320,AIR,Y,4,1,1,N,SUBS,NONE,NONE,NONE,REC,Lycoming,IO-360,180,FINJ
2010,7,0,USA,DAYL,FEW,11,0,30.01000023,10,66,0,0,1,AIR TRACTOR INC,82,AT-502B,AIR,N,1,1,,N,SUBS,NONE,NONE,NONE,TP,Pratt & Whitney,PT6A Series,500,
2010,7,0,USA,DAWN,CLER,9,14,30.01000023,10,63,0,0,1,BELL,82,206,HELI,N,,1,,N,SUBS,NONE,NONE,NONE,,Rolls-Royce,250-C20,,
2010,7,0,USA,DAYL,SCAT,,0,29.94000053,10,48,0,0,0,BELLANCA,66,8GCBC,AIR,N,3,1,,N,SUBS,NONE,NONE,UNK,REC,LYCOMING,O-360-A1D,180,CARB
2010,7,1,USA,DAYL,CLER,9,0,29.87999916,10,64,2,0,0,American Champion Aircraft Cor,91,7GCBC,AIR,N,2,1,63,Y,SUBS,NONE,NONE,NONE,REC,Lycoming,O320,150,CARB
2010,7,0,USA,DAYL,SCAT,7,0,30.04000092,10,72,1,0,0,AIR TRACTOR INC,91,AT-602,AIR,N,2,1,,N,SUBS,GRD,NONE,NONE,TP,P&W CANADA,PT6A-60AG,1050,
2010,7,0,USA,DAYL,FEW,8,0,29.97999954,10,70,0,0,0,PIPER,82,PA-32R-301,AIR,N,7,1,,N,MINR,NONE,NONE,NONE,REC,LYCOMING,IO-540 SER,300,
2010,7,0,USA,DAYL,FEW,8,0,29.97999954,10,70,0,0,0,PIPER,82,PA-11,AIR,N,2,1,,N,MINR,NONE,NONE,NONE,REC,CONT MOTOR,C90 SERIES,95,
2010,7,0,USA,DAYL,CLER,3,0,30.20000076,10,50,0,0,0,CESSNA,70,177,AIR,N,4,1,67,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-360,180,CARB
2010,8,6,USA,DAYL,SCAT,,0,0,10,61,0,0,0,CESSNA,70,172P,AIR,N,4,1,,N,SUBS,NONE,,NONE,REC,LYCOMING,O-320 SERIES,180,CARB
2010,8,0,USA,DAYL,SCAT,3,0,30.11000061,10,54,0,0,2,CESSNA,72,177B,AIR,N,4,1,,N,SUBS,GRD,NONE,NONE,REC,LYCOMING,O&VO-360 SER,180,
2010,8,0,USA,DAYL,FEW,3,0,29.95999908,10,61,1,0,5,CESSNA,82,A185F,AIR,N,6,1,54,N,SUBS,NONE,NONE,NONE,REC,Lycoming,TIO-540-J2BD,350,FINJ
2010,8,0,USA,DAYL,CLER,,0,30.09000015,,52,1,0,0,CESSNA,68,A185F,AIR,N,6,1,,N,SUBS,NONE,NONE,NONE,REC,CONT MOTOR,IO-520-D,285,FINJ
2010,7,0,USA,DAYL,SCAT,6,0,30.10000038,10,70,0,0,0,CESSNA,82,T188C,AIR,N,1,1,,N,SUBS,NONE,NONE,NONE,REC,Continental,TSIO-520-T,310,FINJ
2010,8,2,USA,DAYL,CLER,7,0,29.95000076,10,57,2,3,0,Advertising MGMT & Consulting,73,Velocity Super XLRG5,AIR,Y,5,1,,N,SUBS,NONE,NONE,NONE,REC,Continental Motors Inc.,IO-550-N (2),310,FINJ
2010,8,0,USA,DAYL,FEW,3,0,29.95000076,6,66,0,0,0,PIPER,66,PA-12,AIR,N,2,1,,N,SUBS,NONE,NONE,CVFR,REC,Lycoming,O-320-B2B,160,CARB
2010,7,0,USA,DAYL,CLER,7,0,29.94000053,10,75,0,1,0,GARLICK,90,OH-58A,HELI,N,4,1,65,N,SUBS,NONE,NONE,NONE,TS,Rolls Royce-Allison,T-63A-720,420,
2010,7,0,USA,DAYL,SCAT,6,0,29.94000053,5,73,0,0,0,Maule,79,MX-7-180A,AIR,N,4,1,,N,SUBS,NONE,NONE,VFR,REC,Lycoming,O-360-C4F,180,CARB
2010,8,10,USA,DAYL,,,0,29.87000084,10,64,0,0,0,PIPER,100,PA-32R-301T,AIR,N,6,1,,N,,NONE,,VFR,REC,LYCOMING,TI0-540 SER,310,FINJ
2010,7,0,USA,DAYL,CLER,7,0,29.79000092,10,45,0,0,0,PORTER JAMES GRANT,99,SUPERIOR CUB,AIR,Y,2,1,,N,SUBS,NONE,NONE,VFR,REC,LYCOMING,O&VO-360 Seri,180,CARB
2010,8,0,USA,DAWN,SCAT,,0,30.02000046,10,72,1,0,0,TURCK G L/DUFLO J T,90,SEA REY,AIR,Y,2,1,38,N,SUBS,NONE,NONE,NONE,REC,Rotax,914,115,CARB
2010,7,0,USA,DAYL,CLER,4,0,30.05999947,10,66,0,0,0,PIPER,81,PA-36-285,AIR,N,1,1,,N,SUBS,NONE,NONE,NONE,REC,Lycoming,IO-720,,
2010,7,0,USA,DAYL,,7,0,30.04999924,3,64,0,0,0,CESSNA,64,172N,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320 SERIES,180,
2010,8,0,USA,DAYL,CLER,,0,30.10000038,10,46,0,0,0,PIPER,63,PA-12,AIR,N,2,1,62,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320 SERIES,150,CARB
2010,7,0,UY,DAYL,UNK,,0,0,,0,1,0,0,BELL HELICOPTER TEXTRON CANADA,0,206B,HELI,N,5,1,,N,SUBS,NONE,NONE,UNK,TS,ALLISON,250-C20J,420,
2010,7,0,USA,DAYL,CLER,8,0,29.86000061,10,54,0,0,0,CESSNA,79,172M,AIR,N,4,1,87,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320 SERIES,180,CARB
2010,7,0,USA,DAYL,CLER,8,0,29.86000061,10,54,0,0,0,BOEING,79,PT-13B,AIR,N,2,1,5,N,MINR,NONE,NONE,UNK,REC,LYCOMING,R680,215,CARB
2010,7,0,PK,,,,0,0,,0,157,0,0,AIRBUS,0,A321,AIR,N,,2,,Y,DEST,NONE,NONE,UNK,TF,International Aero Engines,V2500,,FINJ
2010,7,0,PK,,,,0,0,,0,157,0,0,AIRBUS,0,A321,AIR,N,,2,,Y,DEST,NONE,NONE,UNK,TF,,V2500,,FINJ
2010,8,1,USA,DAYL,,5,0,30.04000092,10,66,0,0,2,PIPER,73,PA-28-161,AIR,N,4,1,58,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,0-320-D3G,160,CARB
2010,8,4,USA,DAYL,CLER,6,0,30.17000008,10,52,0,0,0,CESSNA,75,177B,AIR,N,4,1,10,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-360-A1F6,180,CARB
2010,8,0,USA,DAYL,CLER,,0,30.03000069,10,63,0,0,0,CESSNA,72,180B,AIR,N,4,1,,N,SUBS,NONE,,NONE,REC,CONT MOTOR,O-470 SERIES,255,FINJ
2010,8,0,USA,DAYL,,8,0,29.96999931,10,63,0,0,0,LUSCOMBE,70,8C,AIR,N,2,1,20,N,SUBS,NONE,NONE,NONE,REC,CONT MOTOR,A&C75 SERIES,75,CARB
2010,8,0,USA,DAYL,CLER,12,0,30.12999916,10,55,0,0,0,MAULE,75,M-7-260,AIR,N,5,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,IO-540-V4A5D,260,
2010,8,0,USA,DAYL,CLER,5,0,29.87999916,10,55,1,0,0,CIRRUS DESIGN CORP,86,SR22,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,CONT MOTOR,IO-550-N,310,FINJ
2010,8,0,USA,DAYL,CLER,,0,30.30999947,10,55,3,0,0,BEECH,61,C35,AIR,N,4,1,,N,SUBS,GRD,,NONE,REC,CONT MOTOR,E225 SERIES,225,CARB
2010,7,0,USA,DAYL,SCAT,7,0,29.87000084,10,72,0,0,0,CESSNA,88,172,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-360,180,FINJ
2010,8,0,USA,DAYL,CLER,7,0,29.86000061,10,66,0,0,0,Wing,84,Kitfox II,AIR,Y,2,1,1,N,SUBS,NONE,NONE,NONE,REC,Bombardier Rotax,532,65,CARB
2010,8,3,USA,DAYL,CLER,8,0,29.79999924,10,70,0,0,0,DAYTON,81,JD-2,AIR,Y,2,1,10,N,SUBS,NONE,NONE,NONE,REC,Rotec,R2800,110,CARB
2010,8,0,USA,DAYL,,,0,0,,0,3,0,0,FAIRCHILD,0,C-123K,AIR,N,3,2,,Y,SUBS,GRD,GRD,NONE,REC,P & W,R-2800 SERIES,2000,CARB
2010,8,0,USA,DAYL,,,0,0,,0,3,0,0,FAIRCHILD,0,C-123K,AIR,N,3,2,,Y,SUBS,GRD,GRD,NONE,REC,P & W,R-2800 SERIES,2000,
2010,8,0,USA,DAYL,,,0,0,,0,3,0,0,FAIRCHILD,0,C-123K,AIR,N,3,2,,Y,SUBS,GRD,GRD,NONE,REC,P & W,R-2800 SERIES,2000,
2010,8,0,USA,DAYL,,,0,0,,0,3,0,0,FAIRCHILD,0,C-123K,AIR,N,3,2,,Y,SUBS,GRD,GRD,NONE,REC,P & W,R-2800 SERIES,2000,
2010,8,0,USA,DAYL,,,0,0,,0,3,0,0,FAIRCHILD,0,C-123K,AIR,N,3,2,,Y,SUBS,GRD,GRD,NONE,REC,P & W,R-2800 SERIES,2000,
2010,8,0,USA,DAYL,SCAT,5,0,30.04999924,10,75,0,0,0,SCHWEIZER,88,269C,HELI,N,2,1,30,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,HIO-360 SER,205,
2010,7,0,USA,DAYL,CLER,3,0,30.06999969,10,59,0,0,0,CESSNA,73,T210M,AIR,N,6,1,,N,SUBS,NONE,NONE,NONE,REC,Teledyne Continental Motors,TSIO-520-R,300,FINJ
2010,8,1,USA,DAYL,CLER,4,0,29.79999924,10,54,0,0,1,PZL MIELEC,64,M18,AIR,N,1,1,140,N,SUBS,NONE,NONE,UNK,TP,Lycoming,T53-L-7A,1100,FINJ
2010,7,0,USA,DAYL,CLER,6,0,29.86000061,10,75,0,0,0,CESSNA,99,172N,AIR,N,4,1,,Y,SUBS,NONE,NONE,VFR,REC,LYCOMING,O-320-H2AD,160,CARB
2010,8,1,USA,DAYL,CLER,,0,29.85000038,10,55,0,0,2,CESSNA,70,172,AIR,N,4,1,38,N,SUBS,NONE,NONE,MVFR,REC,LYCOMING,O-320,150,CARB
2010,8,1,USA,DAYL,,,0,0,,0,0,0,6,BOEING,0,767-322,AIR,N,330,2,,Y,MINR,GRD,NONE,IFR,TF,P&W,PW4000 SER,60000,
2010,8,1,USA,DAYL,,,0,0,,0,0,0,6,BOEING,0,767-322,AIR,N,330,2,,Y,MINR,GRD,NONE,IFR,TF,P&W,PW4000 SER,60000,
2010,8,0,USA,DAYL,SCAT,3,0,30.10000038,5,73,2,0,0,ROBINSON HELICOPTER COMPANY,79,R44 II,HELI,N,4,1,,N,SUBS,GRD,NONE,NONE,REC,LYCOMING,IO-540-AE1A5,260,FINJ
2010,8,0,USA,DAYL,CLER,4,0,30.04000092,10,75,0,0,0,AYRES CORPORATION,88,S2R-T34,AIR,N,1,1,,N,SUBS,NONE,NONE,NONE,TP,P&W CANADA,PT6A-60A,1050,
2010,8,0,USA,DAYL,CLER,7,21,29.79000092,10,25,0,0,1,PIPER,104,PA-24-260C,AIR,N,4,1,1,N,SUBS,NONE,NONE,NONE,REC,Lycoming,IO-540,,FINJ
2010,8,16,USA,DAYL,CLER,5,0,30.02000046,9,63,2,0,0,BEECH,70,58,AIR,N,6,2,,Y,SUBS,GRD,,NONE,REC,CONT MOTOR,IO-550-C3F,300,FINJ
2010,8,16,USA,DAYL,CLER,5,0,30.02000046,9,63,2,0,0,BEECH,70,58,AIR,N,6,2,,Y,SUBS,GRD,,NONE,REC,CONT MOTOR,IO-550-C3F,300,FINJ
2010,8,1,USA,DAYL,CLER,3,0,30,10,48,1,0,0,DIAMOND,66,HK36,AIR,N,2,1,,N,SUBS,NONE,NONE,UNK,REC,BOMBARDIER ROTAX,912,,CARB
2010,8,0,USA,DUSK,SCAT,4,0,29.89999962,10,66,0,0,1,CESSNA,88,172,AIR,N,4,1,,N,SUBS,NONE,NONE,UNK,REC,LYCOMING,O320,180,CARB
2010,8,0,USA,DAYL,CLER,10,0,29.76000023,10,75,1,0,0,AIR TRACTOR,91,AT-802A,AIR,N,1,1,183,N,DEST,GRD,NONE,NONE,TP,Pratt&Whitney-Canada,PT6A-60AG,1050,
2010,8,0,USA,DAYL,SCAT,17,22,29.93000031,10,77,0,0,4,ROBINSON HELICOPTER,88,R44,HELI,N,4,1,,N,SUBS,NONE,NONE,UNK,REC,LYCOMING,0-540 SERIES,250,
2010,7,0,USA,DAYL,,7,17,29.79999924,10,72,4,0,1,CESSNA,75,U206F,AIR,N,5,1,8,N,SUBS,NONE,NONE,IFR,REC,Continental,IO-520-F3B,300,FINJ
2010,8,0,USA,DAYL,CLER,10,14,30.03000069,10,54,0,0,0,Quest,79,Kodiak 100,AIR,N,8,1,,Y,SUBS,NONE,NONE,NONE,TP,Pratt and Whitney,PT6A-34,750,
2010,8,0,USA,DAYL,CLER,12,0,29.79000092,10,52,0,0,0,CESSNA,61,152,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-235 SERIES,115,CARB
2010,8,0,USA,DAYL,CLER,9,0,30.12999916,10,34,0,0,1,STINSON,68,108-3,AIR,N,4,1,24,N,SUBS,NONE,NONE,NONE,REC,Teledyne Continental Motors,O-470 Series,230,CARB
2010,8,0,USA,DAYL,CLER,8,0,29.87999916,10,54,0,0,0,CESSNA,77,172P,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320 SERIES,180,CARB
2010,8,0,USA,DAYL,CLER,,0,0,,0,0,0,0,ROBINSON HELICOPTER COMPANY,81,R22,HELI,N,2,1,,N,SUBS,NONE,,NONE,REC,LYCOMING,O-360 SERIES,180,
2010,8,0,USA,DAYL,SCAT,11,0,0,10,79,0,1,0,EMBRAER,90,ERJ 170 100 SE,AIR,N,70,,,Y,,NONE,NONE,VFIF,TJ,GE,,,
2010,8,0,USA,DAYL,SCAT,11,0,0,10,79,0,1,0,EMBRAER,90,ERJ 170 100 SE,AIR,N,70,,,Y,,NONE,NONE,VFIF,TJ,GE,,,
2010,8,0,USA,DAYL,,3,0,30,,0,0,0,0,CESSNA,93,414,AIR,N,7,2,,N,SUBS,NONE,,UNK,REC,Continental,TSIO-520 Seri,300,
2010,8,0,USA,DAYL,,3,0,30,,0,0,0,0,CESSNA,93,414,AIR,N,7,2,,N,SUBS,NONE,,UNK,REC,CONT MOTOR,TSIO-520 SER,300,
2010,8,0,USA,DAYL,CLER,7,0,30.01000023,10,72,0,0,0,PIPER,81,PA28,AIR,N,,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O320,160,CARB
2010,8,0,USA,DAYL,CLER,4,0,29.81999969,10,70,0,0,0,PIPER,82,J3C-85,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,CONT MOTOR,C85 SERIES,85,
2010,8,0,USA,DAYL,CLER,4,0,29.81999969,10,70,0,0,0,CESSNA,82,152,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-235 SERIES,115,CARB
2010,8,0,USA,NBRT,CLER,8,0,29.95000076,10,61,0,0,0,MOONEY,81,M20M,AIR,N,4,1,84,N,SUBS,NONE,NONE,IFR,REC,LYCOMING,TIO-540 SER,310,FINJ
2010,8,0,USA,DAYL,SCAT,7,0,29.93000031,10,55,0,1,0,HUGHES,81,269B,HELI,N,3,1,1,N,SUBS,NONE,NONE,UNK,REC,AMA/EXPR,UNKNOWN ENG,,
2010,8,0,USA,DAYL,CLER,6,0,29.95000076,10,55,0,0,2,PIPER,61,PA18A,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,Lycoming,O-320-A2B,160,CARB
2010,8,0,USA,DAYL,CLER,13,0,30,10,36,0,0,1,CESSNA,82,170,AIR,N,4,1,35,N,SUBS,NONE,NONE,NONE,REC,Lycoming,O-360 series,180,CARB
2010,8,0,USA,DAYL,FEW,7,0,29.95000076,10,66,0,0,0,EVEKTOR-AEROTECHNIK AS,90,SPORTSTAR PLUS,AIR,N,2,1,67,N,SUBS,NONE,NONE,NONE,REC,ROTAX,912ULS,100,CARB
2010,7,0,USA,DAYL,SCAT,9,0,30.04000092,10,73,1,0,0,AERO SP Z O O,86,AT-4 LSA,AIR,N,2,1,2,N,SUBS,GRD,GRD,UNK,REC,ROTAX,912ULS,98,CARB
2010,8,2,USA,NDRK,,,0,29.86000061,10,72,2,0,0,CESSNA,75,172,AIR,N,4,1,19,Y,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320-E2D,150,CARB
2010,8,0,USA,DAYL,SCAT,12,23,29.56999969,3,48,5,4,0,DEHAVILLAND,52,DHC-3,AIR,N,11,1,,N,SUBS,NONE,NONE,CVFR,TP,Honeywell,TPE 331,900,
2010,8,0,USA,NITE,CLER,3,0,29.97999954,10,70,1,0,0,PIPER,79,PA-32R-301,AIR,N,6,1,,N,SUBS,GRD,NONE,IFR,REC,Lycoming,IO-540-K1G5,300,FINJ
2010,7,0,USA,DAYL,CLER,3,0,30.04000092,10,55,0,0,0,CESSNA,72,152,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-235 SERIES,115,CARB
2010,8,2,USA,NITE,CLER,,0,29.97999954,10,73,0,0,3,PIPER,73,PA-44-180,AIR,N,4,2,,Y,SUBS,NONE,NONE,NONE,REC,LYCOMING,LO-360-E1A6DA,180,CARB
2010,8,2,USA,NITE,CLER,,0,29.97999954,10,73,0,0,3,PIPER,73,PA-44-180,AIR,N,4,2,,Y,SUBS,NONE,NONE,NONE,REC,LYCOMING,LO-360-E1A6DA,180,CARB
2010,8,10,USA,DAYL,FEW,16,24,29.96999931,10,27,0,0,0,EMBRAER,91,EMB-145XR,AIR,N,55,2,,Y,SUBS,NONE,NONE,IFR,TF,ROLLS-ROYC,AE3007 SER,7200,
2010,8,10,USA,DAYL,FEW,16,24,29.96999931,10,27,0,0,0,EMBRAER,91,EMB-145XR,AIR,N,55,2,,Y,SUBS,NONE,NONE,IFR,TF,ROLLS-ROYC,AE3007 SER,7200,
2010,8,0,BO,DAYL,,,0,0,,0,1,0,0,HUGHES,0,369,HELI,N,,1,,N,DEST,GRD,GRD,UNK,TS,Allison,250-C18B,317,
2010,8,0,UK,,,,0,0,,0,0,0,0,CIRRUS DESIGN CORP,0,SR20,AIR,N,4,1,,,SUBS,NONE,NONE,,REC,CONT MOTOR,IO-360-ES,210,
2010,8,0,USA,DAYL,,,0,0,10,0,2,0,0,AERO COMMANDER,0,500-B,AIR,N,7,2,12,Y,SUBS,NONE,NONE,NONE,REC,CONT MOTOR,IO-470 SERIES,260,
2010,8,0,USA,DAYL,,,0,0,10,0,2,0,0,AERO COMMANDER,0,500-B,AIR,N,7,2,12,Y,SUBS,NONE,NONE,NONE,REC,CONT MOTOR,I0-470 SERIES,260,
2010,8,0,USA,DAYL,,11,17,30.36000061,10,39,0,0,0,PIPER,64,PA-18,AIR,N,2,1,24,N,SUBS,NONE,NONE,NONE,REC,Lycoming,O-320-A2B,160,CARB
2010,7,0,JA,,,,0,0,,0,0,0,0,BOEING,0,777,AIR,N,,2,,Y,,NONE,NONE,UNK,TF,PRATT AND WHITNEY,PW4090,89550,FINJ
2010,8,0,USA,DAYL,CLER,10,0,29.88999939,10,52,0,0,0,GRUMMAN,57,G164,AIR,N,1,1,,N,SUBS,NONE,NONE,NONE,REC,Pratt and Whitney,R-1340,600,CARB
2010,8,1,USA,DAYL,FEW,5,0,30.20999908,10,55,0,0,0,PIPER,75,PA-18-150,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320 SERIES,180,
2010,8,0,USA,DAYL,FEW,10,0,29.87999916,10,77,0,0,0,PIPER,88,PA-25-260,AIR,N,1,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-540-G1A5,260,CARB
