ev_year,ev_month,apt_dist,ev_country,light_cond,sky_cond_nonceil,wind_vel_kts,gust_kts,altimeter,vis_sm,wx_dew_pt,inj_tot_f,inj_tot_s,inj_tot_m,acft_make,wx_temp,acft_model,acft_category,homebuilt,total_seats,num_eng,afm_hrs_last_insp,second_pilot,damage,acft_fire,acft_expl,flt_plan_filed,eng_type,eng_mfgr,eng_model,power_units,carb_fuel_injection
2015,5,0,FR,,,,0,0,,0,2,1,0,AVIONS ROBIN,0,DR400,AIR,N,4,1,,,DEST,GRD,NONE,,REC,Lycoming,O-320-D2A,180,CARB
2015,8,0,USA,DAYL,SCAT,17,24,30.01000023,10,75,0,1,0,LANCAIR,82,IV,AIR,Y,2,,167,N,DEST,GRD,NONE,IFR,REC,Continental,TSIO-550-E1B,350,FINJ
2015,8,0,USA,DAYL,FEW,5,0,30.13999939,10,63,0,0,0,CESSNA,82,172,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,CONT MOTOR,O-300 SER,145,CARB
2015,8,0,USA,DAYL,SCAT,,0,29.36000061,10,34,0,0,0,CESSNA,43,180B,AIR,N,4,1,,N,SUBS,NONE,NONE,VFR,REC,CONT MOTOR,O 470R,230,CARB
2015,8,0,USA,DAYL,CLER,5,0,29.88999939,7,73,0,0,0,BELL HELICOPTER TEXTRON CANADA,73,429,HELI,N,7,2,,,SUBS,NONE,NONE,NONE,TS,Pratt & Whitney,207D1,621,
2015,8,0,USA,DAYL,CLER,5,0,29.88999939,7,73,0,0,0,BELL HELICOPTER TEXTRON CANADA,73,429,HELI,N,7,2,,,SUBS,NONE,NONE,NONE,TS,Pratt & Whitney,207D1,621,
2015,9,0,USA,DAYL,CLER,,0,30.12000084,10,32,0,0,0,JOE SALOMONE,59,SUPER CUB SQ2,AIR,Y,2,1,,Y,SUBS,NONE,NONE,NONE,REC,Continental,IO-360,200,FINJ
2015,8,0,USA,DAYL,CLER,4,0,30.04999924,10,68,0,0,1,FERENCE JOHN W,82,THATCHER CX4A,AIR,Y,1,1,30,N,SUBS,NONE,NONE,NONE,REC,Revmaster,2300,85,CARB
2015,8,1,USA,DAYL,CLER,8,0,30.04000092,10,73,0,0,0,CESSNA,82,T240,AIR,N,4,,,Y,SUBS,NONE,NONE,IFR,REC,Continental  Motors,TSIO 550C,310,FINJ
2015,8,0,USA,DAYL,CLER,10,0,30.05999947,10,61,0,0,0,BURNS,77,Mini 500,HELI,Y,1,1,30,N,SUBS,NONE,NONE,NONE,REC,Rotax,582UL,80,CARB
2015,9,0,USA,DAYL,CLER,4,0,29.95000076,,64,0,0,1,RAUDENBUSH ERNIE,82,LANCAIR SUPER ES,AIR,Y,4,1,20,N,DEST,GRD,NONE,NONE,REC,CONT MOTOR,IO-550 SERIES,310,FINJ
2015,8,1,USA,DAYL,OVCT,3,0,30.17000008,10,57,0,1,0,BEECH,63,B19,AIR,N,4,1,,Y,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320 SERIES,150,CARB
2015,9,0,USA,DAYL,CLER,,0,30.04999924,10,66,2,0,0,COOPER MICHAEL C,90,RV 8A,AIR,Y,2,1,80,Y,DEST,GRD,NONE,NONE,REC,Lycoming,IO-360-A1B6,200,FINJ
2015,8,0,USA,DAYL,CLER,4,0,30.12000084,9,63,0,0,0,CESSNA,72,170A,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,CONTINENTAL MOTORS,C-145-2,145,CARB
2015,9,1,USA,DAYL,CLER,3,0,29.80999947,10,43,0,1,0,EXTRA FLUGZEUGBAU GMBH,73,EA 300/L,AIR,N,,1,12.61999989,N,DEST,NONE,NONE,NONE,REC,LYCOMING,AEIO-540 SER,0,
2015,9,0,USA,DAYL,CLER,3,0,30.03000069,10,70,1,0,0,HENDERSON W A/JOHNSON W L,90,RV 6A,AIR,Y,2,1,14,N,SUBS,NONE,NONE,NONE,REC,Aero Sport Power Ltd,O-360-A2A,180,CARB
2015,9,0,USA,DAYL,,4,0,29.85000038,10,77,0,1,0,MCDONNELL DOUGLAS HELICOPTER,91,369E,HELI,N,4,1,,N,SUBS,NONE,NONE,NONE,TS,Rolls Royce,250CZ0B,420,
2015,9,1,USA,DAYL,CLER,6,0,29.95000076,10,57,2,0,0,PIPER,73,PA28,AIR,N,,1,69,Y,SUBS,GRD,NONE,CVFR,REC,LYCOMING,O-320-D3G,160,CARB
2015,9,0,USA,DAYL,CLER,6,0,29.79000092,10,0,0,2,0,CESSNA,16,R172,AIR,N,4,1,187,Y,DEST,NONE,NONE,NONE,REC,CONT MOTOR,IO-360 SER,210,CARB
2015,9,0,KR,DAYL,FEW,17,5,0,20,0,1,1,0,HUGHES,0,369HS,HELI,N,4,1,,N,DEST,NONE,NONE,NONE,TS,Allison,250-C18C,317,
2015,8,0,USA,DAYL,SCAT,5,0,29.93000031,20,41,0,0,0,CESSNA,93,177B,AIR,N,4,1,,N,SUBS,NONE,NONE,CVFR,REC,LYCOMING,O-360,180,CARB
2015,8,0,USA,DAYL,CLER,5,0,29.93000031,10,57,0,0,0,STINSON,99,L 5E,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,Lycoming,O-435A/O-435C,185,CARB
2015,8,0,USA,DAYL,SCAT,,0,29.96999931,10,63,0,1,0,Buckeye,72,Dream Macine,PPAR,N,1,1,,N,DEST,NONE,NONE,NONE,REC,Rotax,503,50,CARB
2015,9,0,USA,DAYL,CLER,5,0,30.04000092,10,34,0,0,1,PIPER,57,PA 28-140,AIR,N,,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320 SERIES,150,CARB
2015,8,0,USA,DAYL,CLER,4,0,30.20000076,10,52,1,0,0,Weatherly Aviation Company Inc,68,620B,AIR,N,1,1,343,N,DEST,NONE,NONE,NONE,REC,Pratt & Whitney,R-985 AN-14B,450,CARB
2015,9,2,USA,DAYL,CLER,4,0,30.20000076,9,50,1,0,0,EVOLUTION AIRCRAFT INC,81,REVO,WSFT,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,Rotax,912ULS,100,CARB
2015,9,2,USA,DAYL,CLER,,0,30.12999916,10,68,0,1,0,EASTERWOOD MARK W,75,RV 6A,AIR,Y,2,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320-E3D,150,CARB
2015,9,0,USA,DAYL,SCAT,6,0,30.20000076,1.5,54,2,0,0,SILVAIRE,55,LUSCOMBE 8A,AIR,N,2,1,0,Y,DEST,GRD,NONE,NONE,REC,Continental,A&C65 Series,65,CARB
2015,9,6,USA,DAYL,,6,0,30.19000053,10,70,3,0,0,BEECH,73,A36,AIR,N,6,1,,N,DEST,GRD,NONE,IFR,REC,Continental Motors Inc,IO-520,300,FINJ
2015,9,3,USA,DAYL,,4,0,30.06999969,10,63,0,0,1,PIPER,90,PA 28RT-201,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,IO-360-C1-C6,200,FINJ
2015,9,7,USA,DAYL,CLER,5,0,29.95999908,10,73,0,0,0,CESSNA,88,152,AIR,N,2,1,,Y,SUBS,NONE,NONE,NONE,REC,Lycoming,O-235-L2C,118,CARB
2015,9,0,USA,DAYL,SCAT,5,0,30.14999962,10,70,0,1,1,DEHAVILLAND,79,DHC-6,AIR,N,,2,9,Y,SUBS,NONE,NONE,NONE,TP,Pratt & Whitney Canada,PT6-27,620,FINJ
2015,9,0,USA,DAYL,SCAT,5,0,30.14999962,10,70,0,1,1,DEHAVILLAND,79,DHC-6,AIR,N,,2,9,Y,SUBS,NONE,NONE,NONE,TP,Pratt & Whitney Canada,PT6-27,620,FINJ
2015,9,0,USA,DAYL,CLER,8,0,29.69000053,10,64,0,0,1,AIR TRACTOR INC,70,AT 402A,AIR,N,1,1,,N,SUBS,NONE,NONE,NONE,TP,Pratt & Whitney,PT6A-15AG,680,FINJ
2015,9,0,USA,DAYL,SCAT,6,0,0,10,41,0,1,19,BOEING COMPANY,102,BOEING 777-236,AIR,N,297,2,,Y,SUBS,GRD,GRD,IFR,TF,GE,GE90-85BG11,85000,
2015,9,0,USA,DAYL,SCAT,6,0,0,10,41,0,1,19,BOEING COMPANY,102,BOEING 777-236,AIR,N,297,2,,Y,SUBS,GRD,GRD,IFR,TF,GE,GE90-85BG11,85000,
2015,8,0,USA,DAYL,CLER,3,0,29.96999931,10,59,0,0,0,GRUMMAN AMERICAN AVN. CORP.,88,G 164A,AIR,N,1,1,,N,SUBS,NONE,NONE,NONE,REC,Pratt & Whitney,985 14B,450,CARB
2015,9,1,USA,DAYL,,6,0,29.87000084,10,70,0,1,0,VIKING (Clarke),72,Dragonfly,AIR,Y,2,1,,N,SUBS,NONE,NONE,NONE,REC,Subaru,EJ 25 (2.5L),150,FINJ
2015,9,0,USA,DAYL,SCAT,5,0,30.34000015,10,45,4,0,0,CESSNA,63,310H,AIR,N,6,2,,Y,DEST,NONE,NONE,NONE,REC,Continental Motors,IO-470-D,260,FINJ
2015,9,0,USA,DAYL,SCAT,5,0,30.34000015,10,45,4,0,0,CESSNA,63,310H,AIR,N,6,2,,Y,DEST,NONE,NONE,NONE,REC,Continental Motors,IO-470-VOCD,260,FINJ
2015,8,0,USA,DAYL,CLER,14,25,30.29999924,10,50,0,0,2,CESSNA,61,182,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,Continental,O-470R,230,CARB
2015,8,0,USA,DAYL,CLER,8,0,30.11000061,10,54,0,0,2,AIR CREATION USA LLC,79,SKYPPER,WSFT,N,2,1,20,N,SUBS,NONE,NONE,NONE,REC,Rotax,ULS/912,100,CARB
2015,9,2,USA,DAYL,SCAT,7,0,29.95000076,10,57,1,0,3,CESSNA,93,TR182,AIR,N,4,,,N,SUBS,NONE,NONE,VFIF,REC,Lycoming,O-540-L3C5D,,CARB
2015,9,0,AS,,,,0,0,,0,1,0,0,CESSNA,0,172,AIR,N,4,,,,DEST,UNK,UNK,,REC,Textron Lycoming,IO-360-L2A,,FINJ
2015,9,0,USA,DAYL,FEW,,0,29.94000053,10,66,0,0,0,PIPER,90,PA 28R-201T,AIR,N,4,1,75,N,SUBS,NONE,NONE,NONE,REC,CONT MOTOR,TSIO-360-FB,200,FINJ
2015,9,0,USA,NITE,CLER,,0,29.95000076,10,64,1,0,0,AEROFAB INC.,73,Lake LA-4-250,AIR,N,4,1,21,N,DEST,NONE,NONE,NONE,REC,LYCOMING,IO-540-C4B5,300,FINJ
2015,9,0,USA,DAYL,CLER,,0,29.92000008,10,64,0,0,0,PIPER,75,PA-36-375,AIR,N,1,1,100,N,SUBS,NONE,NONE,NONE,REC,Lycoming,IO-720-D1CD,375,FINJ
2015,8,0,USA,DAYL,CLER,5,0,30,10,73,0,0,0,PIPER,93,PA 18-150,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320-A2B,150,CARB
2015,9,0,USA,DAYL,FEW,4,0,29.75,10,72,1,0,0,MOONEY AIRPLANE CO INC,75,M20TN,AIR,N,4,1,5,N,SUBS,NONE,NONE,IFR,REC,CONT MOTOR,TSIO-550-G,310,FINJ
2015,8,0,USA,DAYL,CLER,4,0,30.27000046,10,46,0,0,0,AVIAT AIRCRAFT INC,79,A-1C-200,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,Lycoming,IO-360-A1D6,200,FINJ
2015,9,0,GE,,,,0,0,,0,1,0,0,Beech Aircraft Corporation,0,Beech C 24R,AIR,N,,1,,N,SUBS,UNK,UNK,UNK,REC,Lycoming,IO-360-A1B6,200,FINJ
2015,9,0,USA,DAYL,FEW,7,0,29.80999947,10,72,1,0,0,CESSNA,82,172,AIR,N,4,1,27,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320-D2J,160,CARB
2015,9,0,USA,DAYL,FEW,6,0,29.79000092,10,66,1,0,0,CESSNA,77,150,AIR,N,2,1,4,N,DEST,NONE,NONE,NONE,REC,CONT MOTOR,O-200-A,100,CARB
2015,9,2,USA,DAYL,CLER,5,0,29.85000038,10,39,1,0,0,AERO VODOCHODY,73,L39,AIR,N,2,1,15,N,DEST,GRD,NONE,NONE,TF,Ivchenko,AI-25TL,3792,FINJ
2015,9,0,USA,DAYL,FEW,,0,30.05999947,10,27,0,0,0,HELIO,28,H 295,AIR,N,3,1,,N,SUBS,NONE,NONE,VFR,REC,LYCOMING,GO-480 SERIES,295,FINJ
2015,9,0,USA,DAYL,CLER,4,0,29.94000053,10,66,0,0,0,PIPER,73,PA-17,AIR,N,2,1,7,N,SUBS,NONE,NONE,NONE,REC,Lycoming,O-145,65,CARB
2015,9,0,USA,DAYL,SCAT,,0,29.93000031,10,66,0,0,0,BROWN MARK,82,SPACE WALKER,AIR,Y,2,1,,Y,SUBS,NONE,NONE,NONE,REC,Lycoming,O-235-C2C,115,CARB
2015,9,0,USA,DAYL,CLER,12,0,30.05999947,10,64,0,0,0,PIPER,84,PA-24,AIR,N,4,1,35,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-360-A1D,180,CARB
2015,9,0,USA,DAYL,CLER,7,0,30.18000031,10,30,0,0,0,GLENN TIMOTHY C,81,SKYSTAR SERIES 5,AIR,Y,2,1,30,N,SUBS,NONE,NONE,NONE,REC,Rotax,912 UL,80,CARB
2015,9,0,USA,DAYL,CLER,,0,0,10,50,0,0,1,GUISINGER GARY G,61,BABY BELLE,HELI,Y,2,1,4,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O&VO-360 SER,0,CARB
2015,9,0,USA,DAYL,SCAT,9,0,29.97999954,10,46,0,2,0,CESSNA,66,177,AIR,N,4,1,,N,SUBS,GRD,GRD,NONE,REC,LYCOMING,O-320-E2D,150,CARB
2015,8,0,FR,,,,0,0,,0,0,0,2,PIPER Aircraft Corporation,0,PA-46-350P,AIR,N,,1,,,DEST,NONE,NONE,,,,,,
2015,9,0,USA,DAYL,CLER,7,0,30.37999916,10,43,0,1,0,ALON,46,A2,AIR,N,2,1,13,N,SUBS,NONE,NONE,NONE,REC,CONTINENTAL,C90-16F,90,CARB
2015,9,6257,USA,DAYL,CLER,4,0,30.20000076,10,48,0,1,0,BELLANCA,73,7KCAB,AIR,N,2,1,35,N,SUBS,NONE,NONE,NONE,REC,Lycoming,IO-320 Series,150,FINJ
2015,9,0,USA,DAYL,FEW,4,0,30.18000031,10,30,0,0,0,AIRBUS,72,AS350,HELI,N,6,1,,N,SUBS,NONE,NONE,CVFR,TS,Turbomeca,Arriel 2D,860,
2015,9,0,USA,NITE,SCAT,7,0,29.60000038,10,46,3,5,2,DEHAVILLAND,48,DHC 3T,AIR,N,11,1,,N,SUBS,NONE,NONE,NONE,TP,Honeywell,TPE33112JR702,1000,FINJ
2015,9,0,USA,DAYL,CLER,3,0,29.95999908,10,72,0,0,1,BEECH,82,V35B,AIR,N,6,1,,N,SUBS,NONE,NONE,IFR,REC,Continental,IO-520,285,FINJ
2015,9,0,USA,DAYL,CLER,4,0,29.97999954,10,72,0,0,1,VENUS,81,CP328 SUPER EMERAUDE,AIR,Y,2,1,,N,SUBS,NONE,NONE,NONE,REC,Lycoming,O-320-A2C,150,CARB
2015,9,0,USA,DAYL,CLER,6,0,30.20000076,10,59,0,0,1,CESSNA,79,172P,AIR,N,4,1,89,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320 SERIES,160,CARB
2015,9,0,USA,DAYL,CLER,11,18,30.25,10,27,0,0,0,CESSNA,57,T210L,AIR,N,6,1,,N,SUBS,NONE,NONE,NONE,REC,Continental Motors,TSIO-520-114B,300,FINJ
2015,9,0,USA,DAYL,CLER,12,18,30.37000084,10,48,0,0,0,ROCCI MARTIGNONI,54,JA30 SUPERSTOL,AIR,Y,2,1,,Y,SUBS,NONE,NONE,NONE,REC,Rotax,912 ULS,100,CARB
2015,9,0,USA,NDRK,CLER,4,0,30.20000076,10,66,5,0,0,BOATRIGHT WAYLON,72,RV10,AIR,Y,4,1,,N,DEST,NONE,NONE,NONE,REC,LYCOMING,IO-540-D4A5,260,FINJ
2015,9,0,USA,DAYL,CLER,8,0,30.20999908,10,57,0,0,0,J. Schilling,79,S-19,AIR,Y,2,1,33,N,SUBS,NONE,NONE,NONE,REC,Rotax,912 ULS,100,CARB
2015,9,0,USA,NITE,CLER,5,0,29.92000008,20,57,0,0,0,BEECH,63,58,AIR,N,6,2,,N,SUBS,NONE,NONE,IFR,REC,CONT MOTOR,IO-520-C,285,FINJ
2015,9,0,USA,NITE,CLER,5,0,29.92000008,20,57,0,0,0,BEECH,63,58,AIR,N,6,2,,N,SUBS,NONE,NONE,IFR,REC,CONT MOTOR,IO-520-CB8B,285,FINJ
2015,9,0,USA,DAYL,CLER,13,0,29.84000015,10,64,0,0,0,PIPER,73,PA 28-181,AIR,N,4,1,,N,SUBS,NONE,NONE,VFR,REC,LYCOMING,O&VO-360,180,CARB
2015,8,0,USA,DAYL,CLER,15,0,29.72999954,10,45,0,0,0,AERO COMMANDER,99,500 B,AIR,N,6,2,70,N,SUBS,NONE,NONE,VFR,REC,Lycoming,IO-540-E1B5,290,FINJ
2015,8,0,USA,DAYL,CLER,15,0,29.72999954,10,45,0,0,0,AERO COMMANDER,99,500 B,AIR,N,6,2,70,N,SUBS,NONE,NONE,VFR,REC,Lycoming,IO-540-E1B5,290,FINJ
2015,9,0,USA,DAYL,CLER,8,0,30.02000046,10,70,0,2,0,CESSNA,88,R172,AIR,N,4,1,,N,SUBS,NONE,NONE,VFR,REC,CONT MOTOR,IO-360-K,210,FINJ
2015,9,0,USA,DAYL,CLER,6,0,30.02000046,10,61,0,0,0,PIPER,88,PA 28R-200,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,IO-360-C1C,200,FINJ
2015,9,1,USA,DAYL,,6,0,29.84000015,10,72,1,0,0,CESSNA,75,U206,AIR,N,6,1,,N,SUBS,NONE,NONE,IFR,REC,Continental Motors Inc,IO-550F(20),300,FINJ
2015,9,0,USA,DAYL,CLER,,0,30.12999916,10,46,0,0,1,SCHWEIZER,48,269C,HELI,N,3,1,,N,SUBS,NONE,NONE,NONE,REC,Lycoming,HIO-360-D1A,190,FINJ
2015,9,0,USA,DAYL,CLER,5,0,29.95000076,10,64,0,2,0,CESSNA,73,172E,AIR,N,4,1,1,Y,SUBS,NONE,NONE,NONE,REC,CONT MOTOR,O-300-D6,145,CARB
2015,9,0,USA,DAWN,CLER,,0,30.04999924,10,37,0,0,2,CESSNA,45,T206H,AIR,N,,1,45,N,MINR,IFLT,NONE,NONE,REC,LYCOMING,TIO-540 SER,310,FINJ
2015,9,0,USA,DAYL,SCAT,3,0,30.29000092,10,32,0,0,0,AVIAT,50,A1,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,Lycoming,O-360-A1P,180,CARB
2015,9,0,USA,DAYL,CLER,6,0,29.95000076,10,70,0,0,2,HUGHES,81,269B,HELI,N,3,1,,N,SUBS,NONE,NONE,NONE,REC,Lycoming,HIO-360-A1A,180,CARB
2015,9,2,USA,DAYL,CLER,8,0,29.79000092,10,39,0,0,0,GRAVES BRYON S,100,VANS RV-7A,AIR,Y,2,1,22,N,SUBS,NONE,NONE,NONE,REC,Superior,Xtreem 360,180,FINJ
2015,9,0,USA,DAYL,SCAT,8,0,29.72999954,10,68,0,0,1,CLARK,77,1000,AIR,N,,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,R680,300,CARB
2015,9,0,USA,DAYL,FEW,,0,30.14999962,10,45,2,0,0,CESSNA,63,150H,AIR,N,2,1,54,N,DEST,NONE,NONE,NONE,REC,CONT MOTOR,O-200-A,100,CARB
2015,8,0,UK,,,,0,0,,0,0,0,0,British Aerospace Civil Aircr,0,BAe 146-200,AIR,N,,4,,,,NONE,NONE,,TF,,,,
2015,8,0,UK,,,,0,0,,0,0,0,0,British Aerospace Civil Aircr,0,BAe 146-200,AIR,N,,4,,,,NONE,NONE,,TF,,,,
2015,8,0,UK,,,,0,0,,0,0,0,0,British Aerospace Civil Aircr,0,BAe 146-200,AIR,N,,4,,,,NONE,NONE,,TF,,,,
2015,8,0,UK,,,,0,0,,0,0,0,0,British Aerospace Civil Aircr,0,BAe 146-200,AIR,N,,4,,,,NONE,NONE,,TF,,,,
2015,9,3,USA,DAYL,,,0,30.20000076,10,48,0,0,1,CESSNA,64,172,AIR,N,4,1,7,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,IO-360,180,FINJ
2015,9,0,USA,DAYL,FEW,3,0,30.12999916,7,66,0,0,0,GRUMMAN AMERICAN AVN. CORP.,88,AA 5,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320-E2G,150,CARB
2015,9,0,USA,DAYL,FEW,5,0,29.93000031,45,52,0,0,1,DOUGLAS,90,A4N,AIR,N,1,1,10,N,SUBS,GRD,NONE,VFIF,TJ,Pratt & Whitney,J52-P408,11200,
2015,9,0,USA,DAYL,CLER,4,0,29.79999924,10,48,0,0,1,SCHWEIZER AIRCRAFT CORP,90,G 164B,AIR,N,1,1,,N,SUBS,GRD,NONE,NONE,REC,Pratt and Whitney,R-1340,600,CARB
2015,9,0,USA,DAYL,CLER,,0,0,20,0,0,0,0,CESSNA,61,150D,AIR,N,,1,149,,SUBS,NONE,NONE,NONE,REC,CONT MOTOR,O-320 SERIES,150,CARB
2015,9,0,USA,DAYL,SCAT,16,0,29.94000053,10,37,0,0,0,ROBINSON HELICOPTER,48,R44,HELI,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,Lycoming,O-540-F1B5,260,CARB
2015,9,0,USA,DAYL,SCAT,11,0,30.11000061,7,32,0,0,0,CESSNA,37,180H,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,CONTINENTAL MOTORS,O-470-R,230,CARB
2015,9,0,USA,DAYL,,17,23,29.63999939,10,28,0,0,0,HELIO,39,H 395,AIR,N,4,1,71,N,SUBS,NONE,NONE,CVFR,REC,LYCOMING,GO-480-G1D6,295,CARB
2015,9,0,USA,DAYL,CLER,7,0,29.96999931,10,75,0,0,0,MOONEY AIRPLANE CO INC,88,M20TN,AIR,N,4,1,181,N,SUBS,NONE,NONE,VFR,REC,Continental,TSIO-550-G,280,FINJ
2015,9,0,USA,DAYL,CLER,5,0,29.69000053,10,34,0,2,0,STINSON,46,108,AIR,N,4,1,,Y,SUBS,NONE,NONE,NONE,REC,FRANKLIN,6A4-165-B3,165,CARB
2015,9,0,USA,DAYL,CLER,9,0,30.01000023,10,41,0,0,0,PIPER,79,PA 32-260,AIR,N,6,1,16,N,SUBS,NONE,NONE,VFR,REC,LYCOMING,O-540-E4B5,260,CARB
2015,9,0,USA,DAYL,CLER,8,0,30.12000084,10,52,0,0,2,CESSNA,64,421B,AIR,N,7,2,,N,SUBS,NONE,NONE,IFR,REC,Continental,GTSIO-520 H1B,375,FINJ
2015,9,0,USA,DAYL,CLER,8,0,30.12000084,10,52,0,0,2,CESSNA,64,421B,AIR,N,7,2,,N,SUBS,NONE,NONE,IFR,REC,Continental,GTSIO-520 H2B,375,FINJ
2015,9,0,USA,DAYL,CLER,8,0,29.87999916,10,39,0,1,0,AERO COMMANDER,82,680 E,AIR,N,7,2,20,N,SUBS,NONE,NONE,NONE,REC,Lycoming,GSO-480-B1A6,340,CARB
2015,9,0,USA,DAYL,CLER,8,0,29.87999916,10,39,0,1,0,AERO COMMANDER,82,680 E,AIR,N,7,2,20,N,SUBS,NONE,NONE,NONE,REC,Lycoming,GSO-480-B1A6,340,CARB
2015,9,0,USA,DAYL,CLER,9,14,29.95000076,10,63,0,0,0,CESSNA,81,150M,AIR,N,2,1,16,N,SUBS,NONE,NONE,VFR,REC,CONT MOTOR,O-200-A,100,CARB
2015,9,1,USA,DAYL,CLER,5,18,30.12000084,10,21,0,1,1,PIPER,81,PA 28,AIR,N,4,1,5,N,SUBS,GRD,NONE,NONE,REC,LYCOMING,O-320-E3D,140,CARB
2015,9,0,USA,DAYL,SCAT,4,0,29.94000053,10,66,0,0,0,DIAMOND AIRCRAFT IND INC,84,DA 20 C1,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,Continental,IO-240-B,125,FINJ
2015,7,0,UK,,,,0,0,,0,4,0,0,EMBRAER,0,EMB505,AIR,N,,2,,,DEST,UNK,UNK,,TF,P&W,PW535E,,
2015,7,0,UK,,,,0,0,,0,4,0,0,EMBRAER,0,EMB505,AIR,N,,2,,,DEST,UNK,UNK,,TF,P&W,PW535E,,
2015,9,0,BR,,,,0,0,,0,4,0,0,BELL,0,206,HELI,N,,1,,Y,DEST,GRD,NONE,,TS,Allison,250-C30P,650,
2015,9,0,USA,DAYL,FEW,4,0,29.89999962,10,68,0,0,0,PIPER,79,PA 20,AIR,N,2,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-290-D,125,CARB
2015,8,0,USA,DAYL,SCAT,5,0,0,10,73,0,0,0,CESSNA,88,A185F,AIR,N,4,1,26,Y,SUBS,NONE,NONE,NONE,REC,Continental,IO-520-D24B,300,FINJ
2015,9,0,USA,DAYL,CLER,5,0,30.26000023,10,48,0,0,0,CESSNA,68,305A,AIR,N,2,1,,Y,SUBS,NONE,NONE,NONE,REC,Continental,O-470-11B,213,CARB
2015,9,0,USA,DAYL,CLER,7,0,30.20999908,10,48,0,1,1,Lerch,75,RV6A,AIR,Y,2,1,12,N,SUBS,NONE,NONE,NONE,REC,Lycoming,O-320-H2AD,160,CARB
2015,9,0,USA,DAYL,CLER,8,14,29.88999939,10,61,0,0,0,PIPER,75,PA 28-161,AIR,N,4,1,44,N,SUBS,GRD,NONE,NONE,REC,LYCOMING,O-320-D3G,160,CARB
2015,9,0,USA,DAYL,FEW,19,26,29.87000084,10,66,0,0,0,CESSNA,90,172N,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,O-320-H2AD,160,CARB
2015,9,0,USA,DAYL,CLER,,0,30.20999908,10,37,0,0,0,CESSNA,59,180,AIR,N,4,1,,N,SUBS,NONE,NONE,NONE,REC,CONTINENTAL MOTORS,O-470-R78R,230,CARB
2015,9,0,USA,DAYL,CLER,,0,29.95000076,10,73,0,0,0,BELL,84,206,HELI,N,,1,16,N,DEST,NONE,NONE,NONE,TS,ALLISON,250-C28 SER,500,
2015,9,0,USA,DAYL,CLER,9,0,29.70000076,10,52,0,0,0,CESSNA,108,177,AIR,N,,1,,N,SUBS,GRD,NONE,NONE,REC,LYCOMING,O-320 SERIES,180,CARB
2015,9,0,USA,DAYL,CLER,10,0,30.28000069,10,54,0,1,0,SCHEMPP-HIRTH,73,VENTUS 2CT,GLI,N,1,1,,N,SUBS,NONE,NONE,NONE,REC,SOLO,2350,20,CARB
2015,9,0,USA,DAYL,CLER,6,0,0,7,0,0,1,0,BELL,77,206B,HELI,N,5,1,,N,SUBS,NONE,NONE,NONE,TS,ALLISON,250-C20 SER,400,
2015,9,0,USA,DAYL,CLER,3,0,29.95999908,10,72,0,2,0,HUGHES,81,269,HELI,N,2,1,6,Y,SUBS,NONE,NONE,NONE,REC,Lycoming,HIO-360-A1A,160,FINJ
2015,9,1,USA,DAYL,FEW,10,0,29.80999947,10,75,1,0,0,PIPER,84,PA 30,AIR,N,4,2,2,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,IO-320 SERIES,160,FINJ
2015,9,1,USA,DAYL,FEW,10,0,29.80999947,10,75,1,0,0,PIPER,84,PA 30,AIR,N,4,2,2,N,SUBS,NONE,NONE,NONE,REC,LYCOMING,IO-320 SERIES,160,FINJ
2015,9,0,USA,DAYL,SCAT,5,0,29.97999954,10,70,0,0,1,VANEK JIM,79,SPORT COPTER VORTEX,GYRO,Y,1,1,,N,SUBS,NONE,NONE,NONE,REC,ROTAX,582,65,
